# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = tmpwecy8pwh_model
# start_datetime = 2026-05-01 14:59:25 UTC
# method = laplace
#   laplace
#     mode = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260501_155911/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace_optimize/bayes_gp_rbf_screened-20260501155922.csv
#     jacobian = false
#     draws = 2000
#     calculate_lp = true (Default)
# id = 1 (Default)
# data
#   file = /var/folders/_z/jd9jlzfs0md6nvlwttph63x00000gn/T/tmpa8cj8_xa/b_wwe00e.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260501_155911/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace/bayes_gp_rbf_screened-20260501155925.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --filename-in-msg=bayes_gp_rbf_screened.stan
log_p__,log_q__,alpha,signal_scale,lengthscale,sigma
-336.36214,-2.8305233,-4.6879945,6.5047392,3.4947217,0.58189245
-335.29584,-1.9754166,-3.4268863,7.2535713,3.9971733,0.6415081
-335.33519,-1.6441185,-3.6155546,5.8143356,3.6012103,0.59255077
-335.23408,-1.8694858,-3.2146245,6.904624,4.3243126,0.66936347
-336.37917,-2.8707195,-6.8911343,6.4664497,3.5995611,0.58727776
-336.21516,-2.4264872,-2.5166497,5.7168862,3.8042383,0.63691734
-335.77104,-2.1379547,-2.7226035,5.9430883,3.8224465,0.61353115
-336.30442,-2.7383061,-3.681882,6.4265971,3.5128343,0.59124536
-339.61465,-5.9775737,-7.279776,5.1881824,3.1028931,0.6448855
-336.09298,-2.1368465,-6.2472937,4.7786001,3.4050143,0.66761428
-335.8206,-2.5361553,-3.17522,7.4466173,4.0517637,0.59008284
-333.86964,-0.29679912,-5.0663191,6.0979965,3.7049292,0.64146347
-337.35075,-3.9584818,-5.8586927,6.3544659,4.3693801,0.72914164
-336.17545,-2.8660853,-2.0174353,6.3235415,3.898476,0.65977363
-336.00679,-2.1247423,-3.1633353,5.6241063,3.5939081,0.60038093
-337.65704,-5.0405066,-6.8505661,7.3752643,4.4922167,0.70578627
-336.41998,-3.461216,-2.4163496,7.6414495,4.5655386,0.65752671
-336.73285,-2.5045211,-6.893207,4.9485867,3.3064806,0.59842289
-334.36768,-0.90263266,-3.7491165,6.8113897,4.0573832,0.65622138
-335.60111,-1.7704032,-6.2896952,4.9809862,3.6208021,0.66126613
-334.2108,-0.67792356,-4.9179272,6.8476701,4.1352994,0.65419369
-335.13485,-1.6248637,-5.13775,5.5389442,3.520375,0.67039432
-334.55904,-0.94201505,-4.8011721,5.604853,3.6496042,0.60494323
-334.34996,-0.7571672,-4.5731408,6.2024691,4.060444,0.64121364
-335.89684,-2.4658802,-5.881561,6.6609416,4.1834017,0.70479836
-337.28313,-3.7902915,-4.0953207,5.8491759,3.2874987,0.56826041
-336.86809,-4.121176,-1.3255417,6.6228573,4.1881844,0.66449106
-334.41002,-0.84921838,-4.4796867,6.7493638,4.2146629,0.65740121
-334.33552,-0.76848506,-4.5480698,6.3446366,3.7091051,0.63774662
-336.93284,-2.6265903,-6.5697284,4.667507,3.2176912,0.61583617
-335.98346,-2.0989961,-6.775865,5.2069638,3.2780376,0.60707563
-334.15616,-0.57939336,-4.9737081,6.2639234,3.7434714,0.60106047
-335.6132,-1.6438537,-7.1031117,5.3868001,3.4221462,0.61407151
-334.16752,-0.63311234,-4.2221311,6.8727909,4.115701,0.6337584
-337.19109,-3.4552052,-6.6606359,5.1419536,3.1424193,0.58469435
-336.52823,-2.6370347,-6.3314315,4.9598375,3.6584998,0.63572371
-334.86301,-1.4209224,-2.8740051,6.2553777,3.9907087,0.64981831
-334.5987,-1.0504517,-4.4457969,6.8043218,3.8132857,0.62463471
-336.10355,-2.274342,-7.3122472,5.4431636,3.7730934,0.68644884
-338.50194,-4.6783022,-3.6972536,6.5161317,4.447644,0.63109638
-336.36323,-2.7423384,-3.504531,6.1071929,3.4636587,0.61740546
-336.01646,-2.3204934,-4.117094,5.4002706,3.5177118,0.67661045
-334.24467,-0.674811,-5.4397256,6.0700129,3.5843945,0.61505533
-339.88729,-6.8093676,-1.5110261,7.0162838,4.1218072,0.56308017
-334.21051,-0.64293038,-6.3054148,5.9993989,3.894506,0.65026604
-334.13647,-0.55527883,-4.7620123,6.1377688,4.0349839,0.65296331
-338.71328,-6.0613328,-3.3730282,9.1290311,4.90171,0.63145463
-335.18428,-1.6220222,-4.3537012,6.6883349,3.8172505,0.58169273
-335.12338,-1.7675706,-6.246433,6.7397674,4.2278362,0.66834451
-334.83887,-1.3607234,-3.9026019,7.2108765,4.1576589,0.6124969
-335.48381,-1.987546,-3.8555215,6.69903,3.7478095,0.64264434
-337.29843,-3.7515871,-4.7340057,6.0854604,3.5322215,0.54839331
-334.62574,-1.1254055,-3.6388859,6.3731077,4.0527517,0.67485754
-336.34848,-2.7972364,-4.8139724,6.6723469,3.5653352,0.6119796
-336.12255,-2.6009863,-6.718935,6.4778201,3.5922333,0.59516688
-334.40163,-0.74014293,-6.4633384,5.7523773,3.5751811,0.62317001
-334.69171,-0.96623207,-4.0079593,5.5322752,3.5797207,0.61777203
-336.84324,-3.3931542,-5.3445658,6.2926956,4.4133586,0.7018383
-334.88209,-1.2821437,-4.6371971,5.5005772,3.4066308,0.62644736
-335.28678,-1.6894585,-3.4227171,5.8806001,3.9482833,0.63190321
-334.48617,-0.88858781,-3.5662722,5.9740374,3.7986574,0.61975944
-336.51628,-2.6530954,-7.1417041,5.433344,3.7864145,0.62385233
-337.90443,-5.0571026,-2.8137675,7.7121478,4.660804,0.7154098
-335.95633,-2.5205709,-4.4136403,7.0841746,3.8937537,0.65836709
-334.18374,-0.63605016,-5.2309379,6.7210554,4.1128108,0.63830668
-336.35364,-2.44786,-5.0488889,4.8126033,3.2212115,0.63006396
-335.05965,-1.4335949,-6.2876857,5.9038391,3.5969513,0.59021987
-338.92629,-4.5817932,-8.2812791,5.143673,3.817067,0.69164231
-337.43352,-3.8733235,-2.0068475,6.1640647,3.6934884,0.65757081
-335.05957,-1.5308252,-5.825844,5.9524981,3.6744883,0.67530667
-333.99415,-0.41357507,-4.8223956,5.7705513,3.8383302,0.66346038
-333.77409,-0.19894261,-5.6978795,6.1358959,3.7867743,0.62649304
-333.64107,-0.065748508,-4.7158482,6.3056284,3.8925017,0.63601869
-334.33497,-0.7694734,-4.4943062,6.7324772,3.9701094,0.60704791
-336.44529,-2.8392921,-5.7168896,5.2463924,3.8436249,0.71493072
-334.87209,-1.3062829,-4.5548201,6.0802861,4.1355535,0.67229169
-334.47322,-0.89263593,-4.5631239,5.9363797,3.5838354,0.59584972
-335.84223,-3.0323834,-2.3149083,7.7823271,4.2779509,0.62262656
-335.15322,-1.3065169,-6.7458607,5.3687739,3.4434788,0.61281811
-336.78379,-3.2683272,-3.5222613,6.0533061,3.5726859,0.66638171
-335.70592,-2.2557064,-2.3689329,6.3766885,3.754525,0.62414526
-335.84777,-2.7950318,-2.4455086,7.3030453,3.9696233,0.62247146
-334.42075,-0.87029228,-4.937609,6.63508,4.1073056,0.6743873
-335.49806,-2.0320007,-4.0047845,7.4104795,4.4639742,0.65144945
-337.067,-3.280354,-3.3873422,5.5289747,3.610152,0.69098943
-334.20876,-0.63590001,-4.8197316,6.0770688,3.6267041,0.60154523
-334.4487,-0.88384291,-4.5964126,6.7451578,4.2232511,0.65780936
-333.78177,-0.20674766,-5.653563,6.0839786,3.8270884,0.65148321
-334.49841,-0.92586507,-4.9566469,5.9012074,3.9861256,0.68135144
-336.76876,-3.434499,-5.0560516,5.6155038,3.2208918,0.57401375
-336.9283,-2.7821469,-6.0618713,4.57622,3.1985995,0.64011139
-337.88718,-4.297088,-4.2944191,5.3311817,3.1593307,0.56596678
-334.76055,-1.3957132,-3.6462611,7.3777899,4.2280479,0.63576561
-334.77541,-1.112264,-3.3727891,5.7788971,3.7795361,0.63553039
-335.39754,-1.9036673,-4.8109861,6.8818935,4.2253307,0.6946995
-336.22279,-2.1238721,-4.3468913,4.8872313,3.4873012,0.64614838
-336.43904,-2.8928844,-7.8905894,6.1300708,3.7577857,0.66074366
-334.66943,-1.2647317,-5.5888961,7.0673001,4.1266889,0.65364372
-334.18569,-0.63399369,-4.9813984,6.7884443,4.1413672,0.64270787
-334.56942,-1.1070113,-3.6262576,7.0206138,4.1548101,0.62446237
-336.20463,-2.842512,-2.7445442,7.0791186,4.3461525,0.6217408
-338.36856,-6.2573404,-3.8787217,9.3065687,4.5380691,0.63131349
-338.59811,-4.5288991,-4.7357135,4.7935517,3.6526934,0.62174568
-334.24041,-0.72387259,-3.7511878,6.6044252,4.0948245,0.63889157
-336.71713,-3.1210172,-5.689045,4.8662031,3.1639373,0.64203456
-334.09162,-0.54201047,-4.5574042,6.6985463,3.9070533,0.64084087
-335.19933,-1.9829839,-6.512073,6.9372574,4.2067407,0.65066392
-336.59936,-2.9775651,-6.0385964,5.1972344,3.6477527,0.71463588
-334.42015,-0.92137844,-5.9564107,6.5826756,3.9121116,0.6532407
-335.51101,-1.6857837,-4.9185943,4.9540612,3.5209929,0.6634017
-337.04534,-3.6697124,-5.0515816,7.5610246,3.8681158,0.57456494
-335.08679,-1.5745518,-4.5314829,7.1416814,3.992663,0.59383308
-335.97813,-2.2237903,-5.5905642,4.9085985,3.5162576,0.68634727
-338.50125,-6.1954404,-8.1716554,6.7719407,4.4318943,0.68931912
-336.38505,-2.8402616,-5.6181414,5.910917,4.0737811,0.72450403
-336.0788,-2.8050861,-4.0652209,7.5352168,4.3794261,0.6892867
-336.0754,-2.6978372,-5.4088576,7.0539345,4.3845298,0.70098556
-334.16587,-0.55448819,-4.2139918,5.7060549,3.7850353,0.63987991
-334.95686,-1.2512796,-4.7728394,5.1875502,3.4899265,0.65732763
-336.62816,-2.6967598,-6.9222092,5.4286035,3.589802,0.59034032
-336.35366,-3.3895466,-5.8381361,7.8737325,4.171864,0.60525318
-334.79914,-1.2880561,-6.5732992,6.3177367,3.8115614,0.65653637
-333.6662,-0.089772783,-5.0475116,6.2245854,3.8517587,0.64696346
-334.8116,-1.2599344,-3.6807359,5.9616671,4.0140819,0.66506187
-334.42181,-0.83343383,-5.3578379,6.4117382,3.974585,0.61278836
-335.48071,-1.8684701,-5.9863241,5.1274421,3.3351941,0.65185507
-334.61392,-1.0580253,-3.7724102,6.437214,3.7039149,0.61189818
-334.97043,-1.2995001,-3.5310951,5.6617594,3.8204307,0.65989497
-335.62496,-2.1540129,-2.6905711,6.0618204,4.0293395,0.64986256
-335.2576,-1.5259474,-6.8033604,5.7435683,3.5835478,0.59905408
-334.82988,-1.1387518,-6.6731467,5.6882411,3.7229408,0.6195944
-334.44677,-0.85555162,-4.8052314,5.5982707,3.8421585,0.64224293
-334.98458,-1.5804722,-3.475896,6.9996381,3.9173753,0.63692006
-339.13379,-5.9955767,-5.9524347,6.1532601,3.5940972,0.70757832
-334.18425,-0.60379999,-4.438479,6.2933984,4.0740354,0.64807272
-339.35662,-4.8216398,-5.1506951,4.4251599,3.0031402,0.59681626
-335.29192,-1.7459812,-5.3310366,6.7638898,3.8659553,0.58364821
-334.44218,-0.89875802,-4.3341159,6.5395941,4.0540792,0.67592289
-333.75463,-0.17975396,-4.6446361,6.2758752,3.957237,0.65137129
-336.22515,-2.8204513,-4.2807362,7.1217508,3.9030408,0.66211191
-335.79165,-2.6681924,-3.5037708,7.9371165,4.4673254,0.65496401
-334.41475,-0.85545716,-5.0152408,6.3592753,3.7409524,0.64941024
-339.21819,-5.6901402,-3.8979337,5.8973719,3.3712155,0.53388534
-334.71634,-1.1039651,-5.0098606,5.318652,3.5149236,0.66144711
-334.42266,-0.80949553,-4.2748447,5.69214,3.7221786,0.66689925
-334.11285,-0.5115826,-5.8119969,5.5851815,3.7767931,0.65121186
-334.6248,-0.89624598,-4.0671457,5.5004431,3.5619401,0.62390156
-335.51779,-1.9890486,-5.3173697,6.2177025,3.9161381,0.70195288
-333.876,-0.31145316,-4.3438209,6.2865501,3.9075382,0.65578348
-335.05137,-1.6629399,-2.8689213,6.5972627,4.0694264,0.62066006
-336.06373,-2.7614749,-7.4072,6.6087029,3.7990784,0.60610308
-335.92637,-2.4369282,-6.7620713,6.0254856,4.113982,0.65289502
-334.51454,-0.93146582,-4.745482,5.9600475,3.6547462,0.59275531
-334.42682,-0.83415332,-5.691162,5.8199599,3.6062988,0.59803462
-337.22404,-3.7666185,-6.5819603,6.7074865,3.5587308,0.58258482
-335.63648,-2.0796679,-5.2291511,6.3576302,3.6415775,0.57083092
-334.71192,-1.1790889,-5.5852524,5.8001855,3.4605006,0.62588985
-334.25835,-0.63538845,-4.0666163,5.8024237,3.6891497,0.61603605
-335.85503,-2.2225471,-3.183922,6.0711434,3.6803842,0.5842445
-335.44963,-1.9206791,-6.0108942,5.8313003,3.3847988,0.60655342
-335.74284,-1.7651367,-6.957591,5.3005876,3.4814642,0.60531269
-334.8311,-1.3717678,-6.5060325,6.5560351,3.8332563,0.61081694
-333.95944,-0.42460387,-3.8796369,6.4626149,3.9553604,0.63075246
-334.83313,-1.3782064,-3.4649484,7.0027886,4.2463085,0.6342267
-338.46267,-4.5175412,-2.4391443,5.9229332,3.420874,0.62781843
-334.19333,-0.70199096,-5.7390829,6.7134513,4.0402088,0.63808988
-335.17009,-1.865572,-6.3483647,6.8461328,4.1447228,0.67147015
-336.07199,-3.2421547,-2.1330842,7.3297198,4.087756,0.65045831
-336.86923,-3.6076542,-2.5773355,6.8607541,3.7593554,0.64063154
-335.69307,-2.083264,-3.4724102,6.1403747,3.5977406,0.5814226
-335.1097,-1.5654352,-4.6091154,6.1867025,3.9108771,0.69441342
-336.47265,-2.9907463,-1.8428565,6.137714,3.8388558,0.6224061
-335.06168,-1.3484271,-5.8063571,5.0346359,3.4381291,0.65770901
-335.49316,-1.9437052,-6.3565967,5.7421023,4.0359278,0.67220118
-335.88047,-2.0466142,-6.5420096,5.1216538,3.2611614,0.60615877
-337.03533,-3.4024245,-5.7352918,5.7556981,3.5227622,0.55735357
-334.94142,-1.3917687,-5.9980316,6.2452559,3.6447402,0.64424113
-336.12902,-2.4504125,-4.1432454,5.4207064,3.3951265,0.65362135
-333.94879,-0.37924429,-4.6776167,6.3442634,3.8087698,0.64698898
-336.94002,-3.48432,-3.664428,7.2560804,3.7277878,0.58241762
-335.91449,-1.7629537,-6.9587978,5.0113513,3.4342099,0.62438901
-334.14338,-0.62315736,-3.5033525,6.3262197,3.8762651,0.63470167
-335.65387,-2.0831158,-3.7444981,5.950879,3.6224594,0.66544363
-340.69354,-9.3370565,-0.75536436,8.0684904,4.0486862,0.65700261
-335.25127,-1.9601178,-4.1584363,7.7626139,4.2913126,0.63056113
-336.72243,-2.5795974,-2.8674143,5.4402932,3.5749832,0.65441611
-337.97716,-4.6314901,-3.9261861,6.780237,4.2169543,0.73696682
-336.26434,-2.6238888,-7.2774626,5.9655116,3.6110938,0.66339462
-335.09445,-1.5297283,-3.7356029,6.8352616,4.2082598,0.62075545
-336.06482,-2.3266693,-4.5979044,5.1627397,3.2473802,0.60233688
-335.448,-2.0843521,-3.6914777,7.1416424,4.0016074,0.6592782
-333.97496,-0.42904078,-4.3616232,6.7252073,3.9373303,0.62655267
-334.70509,-1.2786062,-5.4365206,7.1488298,4.0093346,0.62743929
-336.45655,-2.1735918,-6.9100942,4.8376783,3.2869696,0.62293382
-335.43471,-2.050242,-3.4060869,6.9843099,4.3746115,0.67788776
-342.71378,-7.6968566,-0.61015749,5.4813479,3.7103336,0.67654574
-336.17145,-2.3580037,-4.2182643,5.2988244,3.6406454,0.60325167
-335.504,-1.8285101,-5.7590258,5.1023718,3.6339965,0.68908874
-340.09849,-5.1711907,-4.8975676,4.3827778,3.0337652,0.58957657
-334.32614,-0.80199833,-4.6604053,6.9043794,4.1520123,0.65964984
-335.93931,-2.3658401,-6.0414512,5.5613464,4.0122295,0.65936668
-334.55299,-1.0772463,-3.7130732,6.8334158,4.2161992,0.65911185
-338.36336,-4.0903909,-4.4946572,4.6803145,3.1550648,0.65038419
-334.45543,-0.91646013,-3.7039538,6.4212971,3.8261134,0.60377248
-335.42686,-1.8773239,-4.669138,5.6498558,4.0349175,0.68066664
-337.27495,-2.630169,-7.557705,4.9374767,3.415903,0.61835157
-335.25895,-1.690591,-5.4878114,6.4695725,3.7725983,0.58074447
-333.76382,-0.18659388,-5.3152892,5.9148916,3.7829193,0.65636809
-336.94634,-3.5827824,-3.2215347,6.7944647,3.7240799,0.65098225
-334.97215,-1.3135331,-4.4068174,5.5087989,3.7345917,0.61774212
-334.19952,-0.62533427,-4.4762626,6.4293892,3.8405966,0.6033838
-336.21592,-2.7454898,-5.1325135,7.4848832,4.4632087,0.62804074
-334.58431,-1.0394145,-5.7179289,5.7132198,3.5213688,0.64848285
-334.31561,-0.73686848,-4.9160676,6.6238691,4.1690759,0.64831669
-338.39733,-4.724766,-6.0578191,4.8623606,3.8622955,0.71564127
-335.95643,-2.2158279,-3.0180794,5.6720633,3.8010036,0.67648538
-336.80788,-3.3196618,-4.9720154,6.4998057,3.5152354,0.62931146
-336.61014,-2.4767178,-5.9942742,4.637815,3.2350378,0.62237871
-335.38298,-1.8226408,-6.4920162,6.2813968,3.6047137,0.63043601
-336.5762,-2.962849,-4.7619681,5.2452125,3.887223,0.70935253
-335.40663,-2.2031014,-3.1832753,7.4772367,4.0714444,0.63442935
-334.40279,-0.78190589,-5.7984459,5.5649922,3.732497,0.62429769
-333.92025,-0.34525814,-4.2708059,6.1156754,3.8937339,0.62937764
-334.77092,-1.2522497,-3.694332,6.7416736,4.2404949,0.64622161
-333.86806,-0.28407449,-5.6967966,5.962718,3.6599019,0.62090372
-334.92716,-1.3291134,-4.486822,6.7310477,4.0055679,0.59676495
-335.96665,-2.07641,-2.8189,5.6104289,3.7088539,0.62969022
-336.97575,-3.4749648,-6.3007219,6.3792314,3.5203473,0.56303633
-334.91466,-1.295023,-6.6065792,5.7012984,3.8873693,0.65089948
-333.95682,-0.37470939,-6.0699191,5.9640775,3.8309553,0.63858044
-336.28181,-2.3734205,-7.6750883,5.7594316,3.5257889,0.63818497
-335.11804,-1.5106245,-5.0577881,6.740203,4.0510886,0.59933035
-334.62885,-0.89483929,-6.709751,5.5601636,3.5803005,0.64488106
-334.26506,-0.6902626,-5.2858214,5.960305,3.8825995,0.67908981
-338.36309,-4.7764474,-8.6495037,5.8525243,3.9283181,0.6941492
-335.32111,-2.2235518,-2.8335384,7.4047965,4.2426672,0.65636133
-334.78275,-1.1551193,-6.9782471,6.0105073,3.7105085,0.62461246
-336.95347,-3.0862196,-2.4864828,5.7183024,3.7486024,0.60599584
-336.33449,-2.7453259,-6.4449594,5.2126331,3.2843651,0.65210167
-335.37156,-1.7079735,-4.4046783,6.7659085,4.2201811,0.61746959
-335.30804,-1.8931942,-4.9660431,7.351735,3.9793666,0.63176101
-336.60236,-3.3091304,-5.4539377,7.1830028,4.5128935,0.70302409
-334.48088,-0.90260338,-4.2973703,6.2705372,3.7780318,0.59572584
-335.35802,-1.9308672,-7.2925639,6.3953027,3.8060023,0.62423352
-341.66852,-5.6201742,-2.7104613,4.8030581,3.2868255,0.5917947
-335.71543,-2.1736147,-3.9847703,6.4673552,3.6057934,0.62930001
-336.66282,-3.4128566,-1.6457681,6.3966275,3.8810288,0.60833733
-336.67878,-2.8213692,-7.7008425,5.5063855,3.818643,0.68748556
-334.37701,-0.85404372,-4.9471722,6.9478454,3.9298746,0.62629071
-336.08273,-2.9088516,-7.3266352,6.6094937,4.0886999,0.6236956
-334.22469,-0.63091993,-4.1921127,5.8783516,3.709022,0.65565102
-335.05901,-1.7213494,-3.3356848,6.9853893,4.0907629,0.66709592
-334.78138,-1.1373587,-4.4185232,5.6164738,3.6482574,0.60275855
-334.82106,-1.2420242,-5.2295656,5.4214603,3.6249357,0.68011816
-334.57636,-1.0239069,-5.7958512,6.0932,4.0508314,0.67645686
-334.04166,-0.44507082,-4.071045,5.9176279,3.737459,0.64684308
-336.29274,-2.7752228,-4.498578,6.4207049,4.4048264,0.69285072
-335.20215,-1.7002341,-5.8412135,6.4395739,4.1302153,0.69421988
-335.02137,-1.2802651,-6.6661491,5.3742314,3.7401081,0.65697765
-334.90419,-1.2276376,-6.9060872,5.6796027,3.7953721,0.6647658
-334.38697,-0.8140449,-5.00805,6.2961143,3.6398874,0.62276288
-334.39213,-0.83691976,-5.7357484,6.2078131,4.0682832,0.65493885
-335.70195,-2.1964977,-3.4049307,7.138553,4.249605,0.60770883
-334.19927,-0.60558922,-5.2961988,5.4452811,3.477822,0.62463336
-334.34112,-0.76798579,-3.9366079,6.1005601,3.9401809,0.62783013
-336.48809,-2.8007071,-2.78786,6.1006437,3.5538917,0.62894584
-334.48061,-0.91155799,-6.0789619,6.1811655,3.8665512,0.6126482
-336.73053,-3.5365621,-6.2214393,7.3833103,4.3102147,0.60601762
-335.52014,-1.9720775,-4.7092491,6.3899449,4.2975475,0.69144997
-335.93289,-2.6704869,-3.7424059,7.4117484,4.1710148,0.67622208
-340.16243,-4.5596983,-7.735983,4.6151143,3.1782581,0.58928667
-335.06593,-1.1913219,-6.719911,5.1934756,3.5087412,0.64952129
-334.34384,-0.79142841,-3.5575579,6.0939648,3.882489,0.65668952
-335.95228,-2.2928429,-4.1029503,6.5548377,3.9956693,0.58499898
-334.19907,-0.56282626,-4.0504127,5.7003309,3.7189375,0.64563152
-333.87609,-0.29799446,-4.4877027,6.1432239,3.7061843,0.62950986
-334.48693,-0.82872025,-5.958223,5.3032823,3.6647585,0.65933667
-337.32922,-4.5239273,-5.4322434,8.0321994,4.4072178,0.68652323
-335.2996,-1.9508536,-7.0390489,6.5526845,3.9034559,0.61513167
-333.90596,-0.3495948,-4.2374198,6.4512097,4.0199626,0.65032331
-337.38341,-3.948918,-4.8970587,7.5390153,3.7800837,0.59721177
-334.92384,-1.3899205,-5.4470657,6.454474,4.0010608,0.68795003
-334.48582,-0.91751927,-4.9237362,5.9705255,3.5859918,0.59284798
-333.97927,-0.36486415,-6.1780001,5.7844902,3.7047995,0.64341994
-334.67573,-1.0625208,-5.0800865,5.6480861,3.7346933,0.60859228
-336.25237,-2.1446997,-7.7484639,5.468946,3.6154295,0.62574758
-337.35307,-3.5439122,-7.6897525,5.7788575,3.8068335,0.60311025
-337.46889,-3.5183116,-2.4339073,5.8229866,3.571808,0.58315548
-338.71158,-5.1498304,-5.7223116,7.4985354,4.4151753,0.58829917
-337.74123,-3.9149943,-7.3103848,5.6238091,3.2415262,0.5923647
-335.69436,-2.4537504,-3.4651054,7.6734533,4.0572645,0.61136961
-334.07617,-0.529533,-4.3180535,6.5737339,4.0195755,0.66032919
-334.55685,-1.0343324,-3.7470168,6.6402057,3.919764,0.60258896
-335.19947,-1.8173295,-3.7870766,7.1127307,4.1196574,0.67177233
-333.82038,-0.24331186,-4.4455634,5.9839418,3.8788265,0.64462984
-334.60764,-1.1032706,-5.6140787,6.6667723,3.958357,0.66487341
-333.96326,-0.41800244,-4.1178061,6.4533328,3.9871188,0.65462647
-339.5564,-7.4417631,-5.2429546,9.0626972,4.2527067,0.61932488
-337.39511,-3.6947331,-2.7651708,5.6710082,3.9917731,0.63402176
-333.77905,-0.19800772,-4.797536,6.2618144,3.9313351,0.63031854
-338.88534,-4.2593521,-3.2554867,5.125942,3.263429,0.57916787
-335.62065,-2.1266883,-3.6480806,6.2214185,3.8731896,0.69035815
-334.20264,-0.63737348,-4.2003049,6.4127928,3.7612851,0.60665362
-335.21433,-1.9432788,-5.2223182,7.5872246,4.3060481,0.64200631
-337.97798,-4.472808,-7.8448077,5.6897373,4.0833541,0.70290721
-337.65106,-4.2948158,-5.4732274,6.8180854,4.1528565,0.72853675
-334.05766,-0.47342315,-5.7087638,5.8801135,3.5922138,0.61340786
-334.41866,-0.88122556,-4.3023577,6.522017,3.8880651,0.6614923
-333.91022,-0.33268764,-4.9745517,5.8011531,3.8562209,0.65833947
-336.4665,-3.2752434,-1.9852405,6.5964901,3.8405979,0.64981603
-335.29416,-1.7661273,-4.6416786,6.1295008,3.8426202,0.69372636
-334.93081,-1.6395543,-2.9864629,7.0181627,3.9815584,0.63475494
-336.20524,-2.7556927,-5.4235553,6.6210138,3.9624616,0.70044724
-333.81358,-0.23379961,-5.2333648,5.9295421,3.8501604,0.63370284
-333.77873,-0.19639866,-5.5331499,5.8333908,3.6399482,0.62477833
-334.1484,-0.62750139,-3.8494477,6.4611966,4.0017141,0.65893229
-335.19538,-1.836666,-2.8598184,6.4599472,4.1630748,0.66315882
-334.0964,-0.48646328,-6.1518648,5.8813717,3.6751089,0.61876514
-335.36971,-1.8360704,-4.8559991,6.3370388,3.9585116,0.6988798
-336.18912,-2.5427476,-6.2525729,5.8085567,3.5319507,0.57041215
-336.39649,-2.837548,-6.3222492,6.4184446,3.8232001,0.57528012
-338.81555,-5.1316478,-4.704724,5.047732,3.6781547,0.74198603
-334.31697,-0.75626056,-5.9063223,6.1596631,3.7837684,0.66150924
-334.60468,-0.93022771,-6.0706085,5.4620483,3.6106599,0.61337151
-335.79081,-2.4735904,-2.7436733,6.4199938,4.1445453,0.68761279
-334.30589,-0.80357968,-3.8809703,6.7925997,3.9026476,0.63005837
-336.10849,-2.6628932,-3.3825306,6.8347664,3.7253972,0.63120802
-335.76651,-2.2377438,-4.8493294,6.3031165,3.5159048,0.57485159
-334.65091,-0.9626391,-4.2517727,5.5304848,3.4915128,0.61698543
-337.4613,-4.184679,-4.8278235,5.4028875,3.1881573,0.63254017
-334.79912,-1.1955152,-3.9176682,5.9112328,3.6270632,0.65120402
-334.55784,-0.98537048,-4.0757175,5.8756954,3.9656588,0.66894105
-335.18697,-1.311459,-6.7963352,5.2560823,3.6100607,0.63546784
-334.15736,-0.60788534,-4.714076,6.8020146,3.9022531,0.61919521
-338.66993,-4.7421108,-5.3192101,6.6479269,4.1454343,0.57452324
-335.47918,-1.9738476,-4.7924002,5.5571342,3.3428152,0.62575027
-335.66777,-1.9595966,-3.3232614,5.9301217,3.5388543,0.59327317
-336.66076,-3.6333477,-2.1484384,7.249446,3.8793236,0.59128845
-335.49919,-1.945058,-6.0854481,5.7559799,4.0196857,0.69754783
-334.82473,-1.3051444,-5.240387,5.5625488,3.4908795,0.65694014
-337.66469,-5.0536393,-2.1249188,7.4575841,4.219845,0.69396511
-336.74177,-2.7118239,-7.7928953,5.3607493,3.7748677,0.66413076
-334.48212,-0.90846226,-4.5677663,6.7180836,3.9656529,0.60270495
-335.02006,-1.4910725,-6.0291053,6.5347902,3.7215794,0.59469141
-334.6313,-0.95158921,-5.6105428,5.2112357,3.5831773,0.62899327
-334.39513,-0.78906757,-5.1975788,5.5922211,3.6551282,0.60870151
-334.83536,-1.2741527,-5.1446134,5.7500469,4.000205,0.68162815
-334.87399,-1.3275537,-4.6731643,5.778813,3.4584175,0.62886266
-335.47045,-1.8833897,-3.2190038,5.8600948,3.9245288,0.68063682
-337.56879,-4.2382692,-7.6314922,6.3448344,3.7930353,0.68774882
-335.13018,-1.5594449,-5.3523372,5.6090796,3.7944071,0.69832966
-335.1946,-1.5982998,-4.4262935,7.0895523,4.261958,0.61859362
-334.83922,-1.2311679,-5.7718708,6.0675413,3.8722615,0.60568022
-339.45215,-5.2557321,-7.5833178,5.297624,3.1425854,0.56305355
-336.02848,-2.3310476,-6.5444582,5.2435836,3.8397732,0.68541056
