# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = tmpwecy8pwh_model
# start_datetime = 2026-05-06 14:11:24 UTC
# method = laplace
#   laplace
#     mode = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_151111/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace_optimize/bayes_gp_rbf_screened-20260506151121.csv
#     jacobian = false
#     draws = 2000
#     calculate_lp = true (Default)
# id = 1 (Default)
# data
#   file = /var/folders/_z/jd9jlzfs0md6nvlwttph63x00000gn/T/tmpt33m0mqj/ubmgx4m3.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_151111/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace/bayes_gp_rbf_screened-20260506151124.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --filename-in-msg=bayes_gp_rbf_screened.stan
log_p__,log_q__,alpha,signal_scale,lengthscale,sigma
-339.41765,-2.8305233,-4.694736,6.3163553,3.45411,0.58046254
-338.41165,-1.9754166,-3.3334783,7.1372282,3.9976818,0.641998
-338.46019,-1.6441185,-3.5997877,5.672457,3.567679,0.59144938
-338.38381,-1.8694858,-3.0400658,6.8494177,4.34955,0.6708164
-339.50386,-2.8707195,-6.81867,6.2934259,3.5633243,0.58601302
-339.33767,-2.4264872,-2.4494043,5.6289699,3.7973586,0.63725245
-338.91018,-2.1379547,-2.6702462,5.8300941,3.8040512,0.61309544
-339.3926,-2.7383061,-3.6991804,6.2519696,3.4771508,0.59010338
-342.84058,-5.9775737,-7.2325248,5.0738312,3.0835288,0.64549
-339.22868,-2.1368465,-6.1262915,4.7135962,3.4021381,0.66900555
-338.94357,-2.5361553,-3.1206091,7.2744836,4.0254046,0.5889048
-336.99324,-0.29679912,-4.9651637,5.994906,3.6978011,0.64195186
-340.67204,-3.9584818,-5.5616468,6.362859,4.4278148,0.73279322
-339.27339,-2.8660853,-1.9422474,6.2434235,3.9055451,0.66089046
-339.15306,-2.1247423,-3.148614,5.4955301,3.5641786,0.59952507
-340.86507,-5.0405066,-6.546954,7.356482,4.5432558,0.70855804
-339.57737,-3.461216,-2.243497,7.5756296,4.5920221,0.65856548
-339.92453,-2.5045211,-6.8353904,4.8248622,3.2708692,0.5975053
-337.48689,-0.90263266,-3.6168987,6.7266716,4.0672765,0.65721491
-338.72163,-1.7704032,-6.1323856,4.9198471,3.6208352,0.66243496
-337.33874,-0.67792356,-4.7461879,6.7660033,4.1464312,0.65511714
-338.25996,-1.6248637,-5.0381168,5.4618372,3.521792,0.67188366
-337.6822,-0.94201505,-4.732311,5.484567,3.6232187,0.60423203
-337.47963,-0.7571672,-4.4177449,6.1215452,4.0625239,0.64169358
-339.06424,-2.4658802,-5.6394739,6.6316186,4.222318,0.7075335
-340.27037,-3.7902915,-4.1569492,5.6609506,3.2374901,0.56642002
-339.94615,-4.121176,-1.2165915,6.5601045,4.2064132,0.66577263
-337.55164,-0.84921838,-4.2995858,6.6790565,4.2299127,0.65843562
-337.45924,-0.76848506,-4.466935,6.2307507,3.7002745,0.63810961
-340.13662,-2.6265903,-6.5177265,4.5607685,3.1883745,0.6154751
-339.14269,-2.0989961,-6.7281873,5.0773699,3.2458894,0.60643245
-337.27339,-0.57939336,-4.9014424,6.1228712,3.7169416,0.60022608
-338.77352,-1.6438537,-7.0152511,5.2658023,3.3957852,0.61365326
-337.29041,-0.63311234,-4.0857291,6.7697991,4.1152651,0.63398766
-340.33722,-3.4552052,-6.6629873,4.9884809,3.0982655,0.58335016
-339.6593,-2.6370347,-6.1831765,4.8844287,3.6474643,0.63601876
-337.97653,-1.4209224,-2.7666302,6.1753958,3.99536,0.65059127
-337.72225,-1.0504517,-4.3665338,6.6712896,3.8004111,0.62456125
-339.19688,-2.274342,-7.0958258,5.3972875,3.7892008,0.68851219
-341.69566,-4.6783022,-3.5091426,6.4441385,4.454908,0.63123685
-339.47586,-2.7423384,-3.5086686,5.964923,3.4396598,0.61709538
-339.13563,-2.3204934,-4.0339498,5.3313241,3.5217857,0.67832049
-337.36019,-0.674811,-5.3735087,5.936473,3.5617078,0.61466894
-343.03521,-6.8093676,-1.4957759,6.8370484,4.0807954,0.56108671
-337.33093,-0.64293038,-6.1289071,5.920142,3.896706,0.65105435
-337.26869,-0.55527883,-4.596811,6.066703,4.0425282,0.65384434
-341.87475,-6.0613328,-3.1700383,9.0231101,4.9228362,0.63160702
-338.29229,-1.6220222,-4.306572,6.5180842,3.7817728,0.58025672
-338.26926,-1.7675706,-6.0144501,6.6804784,4.2493803,0.66976151
-337.95899,-1.3607234,-3.78929,7.0794356,4.1464518,0.61202779
-338.60801,-1.987546,-3.7874911,6.5810216,3.742338,0.64317273
-340.29146,-3.7515871,-4.7494302,5.8868654,3.4748269,0.5459747
-337.75289,-1.1254055,-3.487056,6.3155526,4.0720772,0.67650515
-339.45575,-2.7972364,-4.783002,6.5117651,3.5407683,0.61149381
-339.24641,-2.6009863,-6.6460726,6.3112347,3.5598633,0.59414713
-337.5319,-0.74014293,-6.3607569,5.6362915,3.55622,0.62304838
-337.82052,-0.96623207,-3.960482,5.4199283,3.5582557,0.61747387
-340.15569,-3.3931542,-5.0685225,6.2834291,4.4592689,0.70446395
-337.99329,-1.2821437,-4.6046117,5.383774,3.3856457,0.62643368
-338.40842,-1.6894585,-3.3142413,5.7935108,3.9424758,0.63207055
-337.61517,-0.88858781,-3.494771,5.8635914,3.7829489,0.61952609
-339.64543,-2.6530954,-6.9711203,5.3428555,3.772514,0.62375313
-341.16854,-5.0571026,-2.5780095,7.7096519,4.7238149,0.71854093
-339.07325,-2.5205709,-4.3009383,6.9807557,3.8999874,0.65943502
-337.31025,-0.63605016,-5.0646128,6.6265697,4.1147685,0.63868852
-339.48397,-2.44786,-5.0257886,4.7101923,3.1980875,0.6301701
-338.17858,-1.4335949,-6.2140031,5.7561175,3.5621663,0.58904608
-341.96275,-4.5817932,-8.0213586,5.1108155,3.8369888,0.69389411
-340.5455,-3.8733235,-1.9700762,6.0714153,3.6937627,0.6586111
-338.18349,-1.5308252,-5.6853065,5.8786464,3.6824746,0.67697026
-337.11996,-0.41357507,-4.6764679,5.7040519,3.8454783,0.66470586
-336.89778,-0.19894261,-5.5774698,6.024967,3.7742211,0.62648087
-336.76464,-0.065748508,-4.5949841,6.2052576,3.8874048,0.63632364
-337.4574,-0.7694734,-4.3955043,6.5973247,3.9515153,0.60640385
-339.60048,-2.8392921,-5.4996459,5.2283919,3.875174,0.71804385
-338.03213,-1.3062829,-4.3610158,6.0331972,4.1562101,0.67384819
-337.57875,-0.89263593,-4.5291747,5.7912909,3.5516592,0.59485135
-338.94913,-3.0323834,-2.2213927,7.6528831,4.2755896,0.62248709
-338.30027,-1.3065169,-6.6622163,5.2489881,3.4169395,0.61235937
-339.9033,-3.2683272,-3.4657466,5.961915,3.5737429,0.66772963
-338.84521,-2.2557064,-2.3408504,6.2532302,3.7400361,0.62405569
-338.97364,-2.7950318,-2.3955007,7.1636382,3.9593553,0.6223269
-337.55788,-0.87029228,-4.7515443,6.5748012,4.1281376,0.67601819
-338.65931,-2.0320007,-3.8111061,7.3363821,4.4836468,0.6522784
-340.17319,-3.280354,-3.2956611,5.473199,3.623257,0.69321746
-337.31939,-0.63590001,-4.7698973,5.9347169,3.59817,0.60072617
-337.59286,-0.88384291,-4.4116553,6.67595,4.2389856,0.65885793
-336.90446,-0.20674766,-5.5067005,5.9985275,3.8280492,0.65231331
-337.64258,-0.92586507,-4.7701842,5.8552285,4.0065658,0.68323113
-339.76414,-3.434499,-5.099554,5.4379037,3.1728302,0.57234526
-340.1055,-2.7821469,-6.0052403,4.4871069,3.1792575,0.64055408
-340.8613,-4.297088,-4.3691244,5.1555469,3.1068816,0.56405842
-337.87741,-1.3957132,-3.5124066,7.2705105,4.2317951,0.63606206
-337.90058,-1.112264,-3.292892,5.686297,3.7713476,0.63581895
-338.55827,-1.9036673,-4.5982884,6.8425654,4.260615,0.69706286
-339.35813,-2.1238721,-4.2714293,4.8103783,3.4770401,0.64679588
-339.54214,-2.8928844,-7.6992471,6.0458149,3.7613348,0.66189427
-337.78932,-1.2647317,-5.4080371,6.9785054,4.1372726,0.6545482
-337.3137,-0.63399369,-4.8140515,6.6982327,4.1465046,0.64323841
-337.69029,-1.1070113,-3.506911,6.9070951,4.1502742,0.62438323
-339.33037,-2.842512,-2.6155498,6.9754818,4.3450868,0.62157227
-341.42958,-6.2573404,-3.7245071,9.1632456,4.5480797,0.63146118
-341.74551,-4.5288991,-4.6315213,4.7134038,3.6347243,0.62157731
-337.36375,-0.72387259,-3.6199432,6.5125157,4.0966047,0.63929311
-339.85643,-3.1210172,-5.6571509,4.7659218,3.1446735,0.64254229
-337.214,-0.54201047,-4.4430009,6.5914894,3.9048071,0.64130821
-338.32566,-1.9829839,-6.2944462,6.8552683,4.2180957,0.65146588
-339.72888,-2.9775651,-5.8517081,5.1675194,3.6723837,0.71773795
-337.53959,-0.92137844,-5.7965107,6.4906308,3.916299,0.65413128
-338.6387,-1.6857837,-4.8121786,4.8887787,3.5193255,0.66464513
-340.13869,-3.6697124,-5.0022481,7.3513621,3.8295647,0.57291302
-338.20546,-1.5745518,-4.4467005,6.9802187,3.9672281,0.59277166
-339.10356,-2.2237903,-5.4520422,4.8589869,3.5245185,0.68840694
-341.688,-6.1954404,-7.845307,6.7449768,4.4717368,0.69148645
-339.59267,-2.8402616,-5.3713378,5.9027878,4.1182643,0.72797884
-339.2271,-2.8050861,-3.8605217,7.4890305,4.4173607,0.69145286
-339.2839,-2.6978372,-5.1538812,7.0285736,4.4289051,0.70357974
-337.2896,-0.55448819,-4.1081037,5.6194832,3.7791478,0.64031479
-338.08215,-1.2512796,-4.6876918,5.1093729,3.4847465,0.65835949
-339.78414,-2.6967598,-6.8224044,5.2990749,3.5549563,0.58917026
-339.46755,-3.3895466,-5.6954252,7.7130124,4.1568445,0.60455186
-337.91643,-1.2880561,-6.4098517,6.228593,3.8145756,0.65754081
-336.78976,-0.089772783,-4.9167927,6.1330543,3.8511402,0.64763877
-337.93858,-1.2599344,-3.5319388,5.903466,4.0272306,0.66636345
-337.54479,-0.83343383,-5.2261397,6.2932431,3.9592195,0.61232866
-338.61455,-1.8684701,-5.9087055,5.0367953,3.3238387,0.65269796
-337.73822,-1.0580253,-3.7321169,6.296626,3.682136,0.61140977
-338.08677,-1.2995001,-3.418748,5.5942291,3.825331,0.66101602
-338.7358,-2.1540129,-2.5755653,5.9898307,4.0351069,0.65063704
-338.39709,-1.5259474,-6.7092543,5.6086363,3.5529669,0.59815637
-337.96082,-1.1387518,-6.5363237,5.5819041,3.7054503,0.61935566
-337.57084,-0.85555162,-4.6696256,5.5205246,3.8389205,0.64275771
-338.10609,-1.5804722,-3.3944468,6.8802832,3.9133835,0.63725526
-342.26487,-5.9955767,-5.8086052,6.0930078,3.6139059,0.71041668
-337.31515,-0.60379999,-4.2809563,6.2167717,4.080135,0.64878592
-342.52371,-4.8216398,-5.190452,4.3017029,2.9624286,0.59584819
-338.40385,-1.7459812,-5.2515125,6.5964118,3.8324148,0.58227196
-337.57379,-0.89875802,-4.1687922,6.4790285,4.0739868,0.67760842
-336.87981,-0.17975396,-4.5012373,6.1942477,3.961744,0.65219755
-339.34049,-2.8204513,-4.1675204,7.0215399,3.9114039,0.66331025
-338.91629,-2.6681924,-3.3290984,7.8536722,4.4891323,0.65591406
-337.53852,-0.85545716,-4.9085712,6.2574588,3.7385943,0.65016921
-342.10301,-5.6901402,-3.9758082,5.6818071,3.3048154,0.5310599
-337.84105,-1.1039651,-4.914605,5.2411646,3.5122249,0.66262224
-337.54498,-0.80949553,-4.1603447,5.6223567,3.7276405,0.66826536
-337.23495,-0.5115826,-5.6586851,5.5102778,3.7762618,0.65203264
-337.75235,-0.89624598,-4.0165185,5.3927205,3.5430439,0.62380397
-338.65743,-1.9890486,-5.1295615,6.1757657,3.9441978,0.70458276
-336.99946,-0.31145316,-4.2140632,6.2047561,3.9128742,0.65676187
-338.17337,-1.6629399,-2.7764933,6.4869455,4.0606244,0.62045614
-339.20643,-2.7614749,-7.2707028,6.4638611,3.7763042,0.60542884
-339.06369,-2.4369282,-6.5325354,5.9626262,4.1237931,0.6537737
-337.62506,-0.93146582,-4.6956044,5.8165663,3.6222625,0.59166029
-337.54218,-0.83415332,-5.6212893,5.6828921,3.5756223,0.59710481
-340.32557,-3.7666185,-6.5345519,6.5163413,3.5194486,0.58117605
-338.70922,-2.0796679,-5.1978885,6.1767456,3.5974511,0.56906708
-337.82728,-1.1790889,-5.5269568,5.6761281,3.4403815,0.62585777
-337.38541,-0.63538845,-4.0036782,5.686947,3.6691395,0.61568146
-338.98715,-2.2225471,-3.1751217,5.9176124,3.6439302,0.58288652
-338.55346,-1.9206791,-5.9746111,5.6844085,3.3542587,0.60589356
-338.90242,-1.7651367,-6.8645983,5.1802412,3.4520786,0.60461326
-337.95963,-1.3717678,-6.3792332,6.4201883,3.8136787,0.61029371
-337.08268,-0.42460387,-3.7740499,6.3573586,3.9491285,0.63088148
-337.95818,-1.3782064,-3.3254575,6.9062581,4.2497005,0.63447162
-341.59855,-4.5175412,-2.4652639,5.7929477,3.4008082,0.62785009
-337.31566,-0.70199096,-5.5741102,6.6135737,4.0400759,0.63846442
-338.29478,-1.865572,-6.129005,6.7809447,4.1652462,0.67299755
-339.17173,-3.2421547,-2.0484579,7.2273627,4.0955114,0.65125322
-339.99611,-3.6076542,-2.5421474,6.7365459,3.7531891,0.6410918
-338.79998,-2.083264,-3.477778,5.9752557,3.5584769,0.57997836
-338.24478,-1.5654352,-4.443297,6.1391479,3.9351847,0.69676632
-339.61274,-2.9907463,-1.8061215,6.0269912,3.8254356,0.62225939
-338.1929,-1.3484271,-5.703307,4.9578476,3.4318092,0.6587541
-338.63545,-1.9437052,-6.1300994,5.696092,4.053375,0.67375448
-339.03209,-2.0466142,-6.5019354,4.9935687,3.2283195,0.60548632
-340.08803,-3.4024245,-5.7132139,5.5799013,3.469992,0.55519277
-338.0661,-1.3917687,-5.8887455,6.1352182,3.6374418,0.64482372
-339.2458,-2.4504125,-4.1027701,5.3260563,3.3859619,0.65452505
-337.07238,-0.37924429,-4.5668447,6.2459828,3.8070184,0.64766516
-340.03731,-3.48432,-3.6629059,7.0558069,3.6911669,0.58100374
-339.07907,-1.7629537,-6.8530849,4.9121966,3.4128532,0.62430746
-337.26723,-0.62315736,-3.4156316,6.2228713,3.8700793,0.63496247
-338.77433,-2.0831158,-3.6704961,5.8655297,3.6244542,0.66675861
-343.76319,-9.3370565,-0.72007689,7.9479091,4.0587292,0.65802321
-338.36382,-1.9601178,-4.0128644,7.6435017,4.2938702,0.63068379
-339.84155,-2.5795974,-2.8183225,5.3582759,3.5706635,0.65534724
-341.17768,-4.6314901,-3.7059536,6.7779617,4.2730914,0.74091895
-339.38366,-2.6238888,-7.1244153,5.8772714,3.6118404,0.6646378
-338.21943,-1.5297283,-3.6028904,6.7278288,4.2030118,0.62055466
-339.15149,-2.3266693,-4.6109429,5.0292081,3.2126025,0.6015429
-338.56059,-2.0843521,-3.5758968,7.0462311,4.0114336,0.66037779
-337.09817,-0.42904078,-4.257196,6.6063888,3.9284372,0.62654247
-337.82465,-1.2786062,-5.3017026,7.022799,4.0027094,0.6274584
-339.64783,-2.1735918,-6.8341356,4.733956,3.2620318,0.62280443
-338.60494,-2.050242,-3.2141623,6.9387689,4.4061965,0.6796434
-345.72435,-7.6968566,-0.57198245,5.4233672,3.7199441,0.67825347
-339.30931,-2.3580037,-4.1578701,5.1876099,3.613235,0.6024867
-338.62751,-1.8285101,-5.5958194,5.0572955,3.6469915,0.69124771
-343.27171,-5.1711907,-4.9399596,4.2584727,2.9903897,0.58838285
-337.45491,-0.80199833,-4.4890623,6.8275037,4.1665481,0.66076236
-339.07908,-2.3658401,-5.8310106,5.5084786,4.0224147,0.66046935
-337.68609,-1.0772463,-3.5513931,6.7626522,4.2324201,0.66020565
-341.48954,-4.0903909,-4.481116,4.5912433,3.1390231,0.65117655
-337.58266,-0.91646013,-3.6468602,6.2831718,3.8026733,0.60302404
-338.58503,-1.8773239,-4.4742903,5.6121411,4.0565957,0.68252175
-340.47626,-2.630169,-7.444208,4.8354895,3.3914016,0.61807228
-338.36502,-1.690591,-5.4185604,6.3037231,3.7358378,0.57927957
-336.88755,-0.18659388,-5.1773656,5.8350633,3.7850594,0.6573667
-340.06918,-3.5827824,-3.1692788,6.6790751,3.7220348,0.65179514
-338.10022,-1.3135331,-4.3176306,5.4077585,3.7164247,0.61744299
-337.32134,-0.62533427,-4.3986416,6.2917012,3.8172502,0.60262302
-339.36631,-2.7454898,-4.9310187,7.3847512,4.4690967,0.62807976
-337.70851,-1.0394145,-5.6246058,5.6144851,3.5129921,0.64921007
-337.45209,-0.73686848,-4.737527,6.5453271,4.1780469,0.64903823
-341.55264,-4.724766,-5.8170666,4.8527343,3.8948316,0.7187811
-339.05934,-2.2158279,-2.9102876,5.6153546,3.8133021,0.67819097
-339.92343,-3.3196618,-4.9309262,6.3575559,3.497879,0.62939261
-339.78548,-2.4767178,-5.9459014,4.5375806,3.2088753,0.6222311
-338.51162,-1.8226408,-6.3903587,6.1551671,3.5898857,0.63055451
-339.73601,-2.962849,-4.5624028,5.226293,3.9177431,0.71225695
-338.52008,-2.2031014,-3.0915649,7.3528906,4.0701884,0.63468104
-337.52819,-0.78190589,-5.6734858,5.4670857,3.7175795,0.62421314
-337.044,-0.34525814,-4.1605145,6.0155584,3.8852411,0.62946098
-337.90642,-1.2522497,-3.536007,6.6632422,4.2504104,0.64687161
-336.99087,-0.28407449,-5.6018229,5.8436164,3.6416763,0.62070779
-338.04761,-1.3291134,-4.3895012,6.5886018,3.9820443,0.59579527
-339.10154,-2.07641,-2.7660649,5.5136642,3.6960676,0.62978394
-340.02767,-3.4749648,-6.2765034,6.1802121,3.4705056,0.56104157
-338.03291,-1.295023,-6.4162611,5.6303113,3.8896911,0.65170953
-337.07907,-0.37470939,-5.9188708,5.87187,3.8255869,0.63897149
-339.42861,-2.3734205,-7.5434266,5.6514718,3.5127936,0.63856271
-338.23889,-1.5106245,-4.9367588,6.6033761,4.029977,0.59844135
-337.75659,-0.89483929,-6.5791835,5.4677614,3.5717109,0.64548541
-337.39594,-0.6902626,-5.1143505,5.9040884,3.8986517,0.68088843
-341.4042,-4.7764474,-8.3770556,5.813385,3.9530819,0.69649245
-338.42852,-2.2235518,-2.7018748,7.31864,4.2582124,0.6573597
-337.91463,-1.1551193,-6.8412241,5.8965868,3.6952465,0.62453827
-340.11101,-3.0862196,-2.4542928,5.6016412,3.7247317,0.60531819
-339.47795,-2.7453259,-6.3703256,5.1157738,3.2719316,0.65295304
-338.5001,-1.7079735,-4.2550455,6.6583039,4.2133607,0.61716159
-338.42557,-1.8931942,-4.8489029,7.2210137,3.9742786,0.6319236
-339.86497,-3.3091304,-5.177659,7.1665665,4.5632293,0.70569355
-337.6003,-0.90260338,-4.2384835,6.126957,3.7493776,0.59472359
-338.48902,-1.9308672,-7.1386986,6.2752107,3.7927521,0.62414686
-344.89934,-5.6201742,-2.7563574,4.6791481,3.2478627,0.59066979
-338.83676,-2.1736147,-3.9471532,6.3336754,3.5904459,0.62938078
-339.81713,-3.4128566,-1.6223819,6.267698,3.8611772,0.60773452
-339.7591,-2.8213692,-7.4673111,5.4627711,3.8366723,0.68958642
-337.49899,-0.85404372,-4.8354475,6.8209006,3.9206601,0.62627186
-339.20694,-2.9088516,-7.1236784,6.5030273,4.0820488,0.62359125
-337.34761,-0.63091993,-4.094991,5.7937415,3.7088061,0.65662482
-338.17201,-1.7213494,-3.2031618,6.9085932,4.1073109,0.66846895
-337.90633,-1.1373587,-4.3609531,5.4939027,3.6207449,0.60197793
-337.94687,-1.2420242,-5.0959144,5.3617819,3.6336512,0.68195361
-337.72048,-1.0239069,-5.58574,6.043399,4.0709052,0.67816143
-337.16511,-0.44507082,-3.9783823,5.8268875,3.7337664,0.64751428
-339.56377,-2.7752228,-4.2529537,6.4013819,4.4455996,0.69514656
-338.36033,-1.7002341,-5.611665,6.4020874,4.1619079,0.6965657
-338.13624,-1.2802651,-6.4901351,5.3070195,3.7413675,0.65799737
-338.01472,-1.2276376,-6.7162095,5.6135754,3.8019141,0.666057
-337.50613,-0.8140449,-4.9401536,6.1653924,3.6221358,0.62262788
-337.52679,-0.83691976,-5.5417488,6.1388563,4.0778278,0.65588803
-338.8229,-2.1964977,-3.2891286,7.0116335,4.2378554,0.60708589
-337.31968,-0.60558922,-5.2324551,5.3341492,3.457484,0.62455986
-337.46457,-0.76798579,-3.8260927,6.0028658,3.9320307,0.62786217
-339.62127,-2.8007071,-2.7808032,5.9755157,3.5372147,0.62901485
-337.60572,-0.91155799,-5.945527,6.0624764,3.8486684,0.61218397
-339.85732,-3.5365621,-6.0350573,7.2512748,4.2989325,0.60534066
-338.73873,-1.9720775,-4.4773453,6.3628179,4.3337082,0.69369477
-339.04242,-2.6704869,-3.5882814,7.3391479,4.1948675,0.67791827
-343.53764,-4.5596983,-7.6846668,4.4901219,3.1366199,0.58808398
-338.1977,-1.1913219,-6.5906416,5.1109408,3.500526,0.65028406
-337.46269,-0.79142841,-3.4458251,6.0164572,3.8875676,0.65769926
-339.0705,-2.2928429,-4.0218636,6.4065767,3.9652997,0.58366414
-337.32262,-0.56282626,-3.9572271,5.6138652,3.7141805,0.64626142
-336.99968,-0.29799446,-4.4098277,6.0286782,3.6932465,0.62959759
-337.60878,-0.82872025,-5.8104477,5.2347838,3.6650847,0.66043829
-340.44347,-4.5239273,-5.2020608,7.9747582,4.4446512,0.68858927
-338.42966,-1.9508536,-6.8827433,6.4263356,3.8877189,0.61474776
-337.03072,-0.3495948,-4.0967216,6.3683459,4.0257034,0.65111358
-340.49284,-3.948918,-4.8500747,7.3478056,3.7522541,0.59625611
-338.05799,-1.3899205,-5.2551699,6.4021456,4.025241,0.69006771
-337.58695,-0.91751927,-4.8840654,5.8216399,3.5523462,0.59175585
-337.10234,-0.36486415,-6.0413575,5.6927546,3.6986143,0.64397464
-337.8001,-1.0625208,-4.9857439,5.53505,3.7118722,0.60799764
-339.40271,-2.1446997,-7.597736,5.367388,3.5985883,0.6257108
-340.50554,-3.5439122,-7.527289,5.661663,3.7826475,0.60234079
-340.63553,-3.5183116,-2.4598058,5.6705505,3.5330214,0.58176416
-341.83935,-5.1498304,-5.5458773,7.3513999,4.395505,0.58706594
-340.91423,-3.9149943,-7.2815139,5.462718,3.202161,0.59125752
-338.8132,-2.4537504,-3.3905688,7.5168561,4.0430363,0.61086417
-337.20079,-0.529533,-4.1712042,6.4962621,4.030472,0.66146536
-337.68257,-1.0343324,-3.6767488,6.5001729,3.8976486,0.60180296
-338.31564,-1.8173295,-3.6380927,7.0392755,4.139536,0.67331043
-336.94407,-0.24331186,-4.319564,5.8994469,3.8777586,0.64522564
-337.72803,-1.1032706,-5.44709,6.5861934,3.9697319,0.66616839
-337.0865,-0.41800244,-3.9830296,6.3717538,3.9941419,0.65556486
-342.63233,-7.4417631,-5.1102121,8.8849227,4.2477834,0.61907734
-340.51093,-3.6947331,-2.6569796,5.5945565,3.9882005,0.63425982
-336.90265,-0.19800772,-4.6704846,6.1606541,3.9242694,0.63043313
-342.005,-4.2593521,-3.313729,4.9776036,3.218286,0.57765504
-338.74,-2.1266883,-3.5157223,6.1671135,3.8943289,0.69256322
-337.32468,-0.63737348,-4.1418866,6.2727135,3.7380148,0.60599696
-338.33439,-1.9432788,-5.0372859,7.4865399,4.3155293,0.64251308
-341.1002,-4.472808,-7.5522486,5.670477,4.1177211,0.70557235
-340.82572,-4.2948158,-5.2342394,6.8034568,4.2023391,0.73216521
-337.17708,-0.47342315,-5.6310727,5.752704,3.5688831,0.61296817
-337.54051,-0.88122556,-4.1787698,6.4370913,3.8956857,0.66266902
-337.03581,-0.33268764,-4.8259768,5.731111,3.8613724,0.65940644
-339.58015,-3.2752434,-1.935451,6.4954961,3.8411001,0.65058891
-338.42543,-1.7661273,-4.4873436,6.0777837,3.8643469,0.69605416
-338.05062,-1.6395543,-2.9063655,6.9012733,3.9781063,0.63501753
-339.33558,-2.7556927,-5.2348638,6.57243,3.9913987,0.70302158
-336.93694,-0.23379961,-5.1009927,5.8357315,3.8428074,0.63393024
-336.90152,-0.19639866,-5.4399273,5.720494,3.6231811,0.6247096
-337.27056,-0.62750139,-3.7153722,6.3842,4.0113667,0.66001986
-338.31738,-1.836666,-2.716442,6.3982256,4.1798116,0.66439375
-337.2228,-0.48646328,-6.042626,5.7644122,3.6561566,0.61849934
-338.50922,-1.8360704,-4.6759021,6.2931461,3.9865623,0.70139644
-339.28218,-2.5427476,-6.2068981,5.642676,3.4860633,0.56863583
-339.51522,-2.837548,-6.2266066,6.2532113,3.7843003,0.57364973
-341.97062,-5.1316478,-4.521097,5.0398282,3.7155244,0.74613244
-337.43855,-0.75626056,-5.7567353,6.0771096,3.7884143,0.66268654
-337.73541,-0.93022771,-5.969541,5.3508629,3.587687,0.61293064
-338.91349,-2.4735904,-2.5885025,6.378492,4.1733837,0.68971825
-337.42966,-0.80357968,-3.7933692,6.6721954,3.8947292,0.63016432
-339.23551,-2.6628932,-3.3415341,6.6997639,3.7137504,0.6313522
-338.81664,-2.2377438,-4.8487259,6.1185324,3.4720605,0.5732083
-337.77007,-0.9626391,-4.2177752,5.4113822,3.4678716,0.61666169
-340.55482,-4.184679,-4.8331467,5.2780597,3.1654333,0.63272874
-337.92207,-1.1955152,-3.8477544,5.8161577,3.6225958,0.65202453
-337.68734,-0.98537048,-3.9218054,5.8193782,3.9792909,0.67037908
-338.31917,-1.311459,-6.6559861,5.1683019,3.5977564,0.63575431
-337.28037,-0.60788534,-4.6152728,6.6709275,3.888639,0.61894344
-341.78228,-4.7421108,-5.1925018,6.4966992,4.1117636,0.57287007
-338.58101,-1.9738476,-4.772367,5.4330331,3.3202191,0.62571358
-338.78792,-1.9595966,-3.3298362,5.7796911,3.5046115,0.59219429
-339.80451,-3.6333477,-2.1455882,7.0718817,3.8502295,0.59014781
-338.65961,-1.945058,-5.8514022,5.7274512,4.0491951,0.70001554
-337.94833,-1.3051444,-5.1547548,5.4727487,3.4855511,0.65795857
-340.74713,-5.0536393,-1.988985,7.4048656,4.2545564,0.69630163
-339.83051,-2.7118239,-7.5779781,5.3012681,3.7805186,0.66539971
-337.60383,-0.90846226,-4.4711131,6.5788825,3.9445801,0.60192264
-338.13745,-1.4910725,-5.9476981,6.3757959,3.6913154,0.5936568
-337.76199,-0.95158921,-5.5072229,5.1184338,3.5671747,0.62906386
-337.51879,-0.78906757,-5.1150143,5.4757931,3.6307393,0.60811036
-337.9861,-1.2741527,-4.9470074,5.7086053,4.0212368,0.68351778
-337.98608,-1.3275537,-4.6340311,5.6577588,3.4396237,0.62892892
-338.58338,-1.8833897,-3.0845659,5.8103476,3.9426495,0.68249087
-340.6582,-4.2382692,-7.4256835,6.2794388,3.8103748,0.68985921
-338.26671,-1.5594449,-5.17433,5.5692389,3.8166824,0.70082608
-338.3214,-1.5982998,-4.2749275,6.9761804,4.2568508,0.61832223
-337.96291,-1.2311679,-5.6471355,5.9470352,3.8508035,0.6049925
-342.67924,-5.2557321,-7.5860093,5.1199766,3.0886321,0.5610593
-339.14723,-2.3310476,-6.3281197,5.2057984,3.8574966,0.68743639
