# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = tmpwecy8pwh_model
# start_datetime = 2026-05-06 14:35:08 UTC
# method = laplace
#   laplace
#     mode = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_153459/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace_optimize/bayes_gp_rbf_screened-20260506153506.csv
#     jacobian = false
#     draws = 2000
#     calculate_lp = true (Default)
# id = 1 (Default)
# data
#   file = /var/folders/_z/jd9jlzfs0md6nvlwttph63x00000gn/T/tmpl428d0bz/nmskysre.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/Oliver/Documents/Computer Science/Year 13/MolADT/MolADT-Bayes-Python/results/freesolv/run_20260506_153459/details/stan_output/freesolv/moladt_featurized/bayes_gp_rbf_screened/laplace/bayes_gp_rbf_screened-20260506153508.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --filename-in-msg=bayes_gp_rbf_screened.stan
log_p__,log_q__,alpha,signal_scale,lengthscale,sigma
-329.88573,-2.8305233,-5.152246,6.139638,3.1303628,0.51752348
-328.75445,-1.9754166,-3.7825658,6.980839,3.6892419,0.58234184
-328.8128,-1.6441185,-4.0779465,5.5521567,3.2441929,0.5290138
-328.7395,-1.8694858,-3.4272767,6.749723,4.0457032,0.61307187
-329.94077,-2.8707195,-7.0988629,6.1286466,3.2348163,0.52332371
-329.68322,-2.4264872,-2.9259526,5.5495657,3.4998454,0.57730381
-329.2806,-2.1379547,-3.1674535,5.7255095,3.4815257,0.55175832
-329.83931,-2.7383061,-4.2113178,6.0874869,3.1606492,0.52760414
-333.33598,-5.9775737,-7.4216235,4.9923333,2.8491686,0.58605312
-329.57997,-2.1368465,-6.3027374,4.6791756,3.1637101,0.61113413
-329.31912,-2.5361553,-3.6491535,7.0722271,3.6571088,0.52634934
-327.34532,-0.29679912,-5.2836298,5.8916266,3.4127231,0.58229282
-331.2278,-3.9584818,-5.6726944,6.3293711,4.1849481,0.67991817
-329.58928,-2.8660853,-2.4453386,6.1481477,3.6233036,0.60246148
-329.51924,-2.1247423,-3.6414602,5.3907599,3.2489926,0.53748292
-331.37402,-5.0405066,-6.638897,7.2632863,4.2678398,0.65365886
-329.93415,-3.461216,-2.7044006,7.4384729,4.2567525,0.5999801
-330.38626,-2.5045211,-7.0665572,4.744197,2.980056,0.53536291
-327.83073,-0.90263266,-4.0036813,6.6098334,3.7693786,0.59853938
-329.04845,-1.7704032,-6.2978227,4.8824884,3.3608482,0.6041107
-327.69668,-0.67792356,-5.045497,6.6499405,3.8404341,0.59630257
-328.61614,-1.6248637,-5.3156538,5.3956661,3.2774141,0.61421433
-328.02839,-0.94201505,-5.0958542,5.3862186,3.3074436,0.54242822
-327.83126,-0.7571672,-4.7374211,6.0302828,3.7486978,0.58201846
-329.49085,-2.4658802,-5.8042733,6.5594972,3.9656108,0.65255209
-330.71451,-3.7902915,-4.6712405,5.5075389,2.9212379,0.50289164
-330.21989,-4.121176,-1.7457916,6.4659865,3.9073471,0.60767692
-327.91496,-0.84921838,-4.614658,6.5748104,3.9212667,0.59984156
-327.81309,-0.76848506,-4.8365072,6.1110728,3.4112882,0.57821333
-330.59577,-2.6265903,-6.7471236,4.4998175,2.9206209,0.55426723
-329.58835,-2.0989961,-6.9745135,4.9848849,2.9652832,0.54474233
-327.62203,-0.57939336,-5.2762155,5.9874812,3.3888208,0.53821901
-329.18926,-1.6438537,-7.2209238,5.1737994,3.1087439,0.55234629
-327.63959,-0.63311234,-4.4603859,6.6379704,3.7890058,0.57384154
-330.87207,-3.4552052,-6.9590967,4.8813792,2.8107076,0.52053986
-330.00991,-2.6370347,-6.3685745,4.8376089,3.3606508,0.57599514
-328.3105,-1.4209224,-3.2070512,6.0828027,3.6960016,0.59148091
-328.08593,-1.0504517,-4.7652839,6.5211667,3.489903,0.56386209
-329.49579,-2.274342,-7.1678076,5.3565477,3.5416716,0.63205439
-332.08497,-4.6783022,-3.877265,6.347863,4.0981603,0.5709267
-329.86202,-2.7423384,-3.9945613,5.8340382,3.1520643,0.55597646
-329.48036,-2.3204934,-4.3709663,5.2753987,3.2830792,0.62111128
-327.72162,-0.674811,-5.7084953,5.8130262,3.2614619,0.5534171
-333.39636,-6.8093676,-2.1533815,6.6474973,3.674994,0.49735066
-327.67922,-0.64293038,-6.3240603,5.8371434,3.6052957,0.59197399
-327.62063,-0.55527883,-4.88982,5.9846445,3.7429748,0.59494601
-332.29771,-6.0613328,-3.6094534,8.7914383,4.5286408,0.57131882
-328.6439,-1.6220222,-4.7582608,6.3470568,3.4267799,0.51730859
-328.65025,-1.7675706,-6.1903074,6.5843075,3.9514965,0.61194295
-328.305,-1.3607234,-4.2197801,6.9146155,3.7933661,0.55063323
-328.9627,-1.987546,-4.210852,6.4452116,3.4549747,0.58358995
-330.57127,-3.7515871,-5.2242407,5.7185074,3.1143367,0.4816994
-328.10191,-1.1254055,-3.844263,6.2343748,3.7936708,0.61916504
-329.8791,-2.7972364,-5.1935001,6.347648,3.2392636,0.55007065
-329.67655,-2.6009863,-6.9302047,6.1503978,3.2397653,0.5318408
-327.89895,-0.74014293,-6.6003053,5.5358644,3.2644467,0.56226285
-328.17107,-0.96623207,-4.3699635,5.3294013,3.260995,0.55637584
-330.63285,-3.3931542,-5.2368427,6.2396916,4.1846241,0.64923784
-328.33871,-1.2821437,-4.9786717,5.2910182,3.1110771,0.56584234
-328.75578,-1.6894585,-3.723908,5.7092291,3.62808,0.57180988
-327.97206,-0.88858781,-3.9287234,5.7596725,3.4687887,0.55854205
-330.00933,-2.6530954,-7.1222654,5.2709635,3.4634977,0.56300775
-331.69507,-5.0571026,-2.9435086,7.6137198,4.4485493,0.66445721
-329.41372,-2.5205709,-4.6659261,6.840004,3.6167067,0.60090797
-327.66712,-0.63605016,-5.3567484,6.506524,3.7936272,0.57882771
-329.83307,-2.44786,-5.3545043,4.6482338,2.9420696,0.56979692
-328.53864,-1.4335949,-6.5095939,5.6287412,3.2367945,0.52649722
-332.13407,-4.5817932,-7.9990725,5.0888825,3.5913592,0.63784433
-330.86881,-3.8733235,-2.4923258,5.9730146,3.4248731,0.60002878
-328.53995,-1.5308252,-5.9097286,5.8008703,3.4314818,0.6196636
-327.47046,-0.41357507,-4.9583461,5.6378857,3.5713593,0.60653677
-327.25121,-0.19894261,-5.8605082,5.9149821,3.4678062,0.56589226
-327.11637,-0.065748508,-4.9325888,6.0965482,3.5818044,0.57631851
-327.80722,-0.7694734,-4.7915936,6.4486891,3.6091589,0.54471224
-329.9565,-2.8392921,-5.638107,5.2139388,3.6496333,0.66391892
-328.38853,-1.3062829,-4.6348161,5.97015,3.8692097,0.61631809
-327.92451,-0.89263593,-4.9435236,5.6645841,3.2330007,0.53257911
-329.27468,-3.0323834,-2.7611691,7.4656897,3.9234225,0.56166968
-328.69616,-1.3065169,-6.8912494,5.158417,3.1268935,0.55098261
-330.23914,-3.2683272,-3.8798587,5.8682266,3.321973,0.60976935
-329.22028,-2.2557064,-2.8771108,6.1258165,3.4340122,0.56332759
-329.34407,-2.7950318,-2.9408233,6.9894219,3.6333482,0.56150041
-327.92726,-0.87029228,-5.0219936,6.4818657,3.8453431,0.61864311
-329.04282,-2.0320007,-4.1671106,7.2031242,4.1491671,0.59327763
-330.50911,-3.280354,-3.6647042,5.4224854,3.3909064,0.63711596
-327.67103,-0.63590001,-5.1603499,5.8050094,3.2811371,0.53874422
-327.95885,-0.88384291,-4.7169566,6.572642,3.930126,0.60029215
-327.25654,-0.20674766,-5.7579356,5.9081417,3.5430778,0.59331482
-328.00186,-0.92586507,-5.0133309,5.7991644,3.7394015,0.62638049
-330.19488,-3.434499,-5.5360662,5.2994531,2.8683601,0.50905807
-330.50882,-2.7821469,-6.2401004,4.4410123,2.9334449,0.58080825
-331.23081,-4.297088,-4.8642975,5.0274898,2.8013816,0.50043698
-328.21771,-1.3957132,-3.9332158,7.1154819,3.8984957,0.57604107
-328.25117,-1.112264,-3.7157634,5.601499,3.4744774,0.57578323
-328.96583,-1.9036673,-4.8540857,6.7547915,3.9907397,0.64125691
-329.69941,-2.1238721,-4.6024731,4.7645119,3.2135587,0.58744189
-329.86858,-2.8928844,-7.7909714,5.9545481,3.4906082,0.60353328
-328.14557,-1.2647317,-5.6695248,6.8487746,3.8313563,0.59569613
-327.67082,-0.63399369,-5.1187031,6.578564,3.8277804,0.58365975
-328.0352,-1.1070113,-3.9362642,6.7622096,3.8106445,0.56367388
-329.66877,-2.842512,-3.0939548,6.8352497,3.9860673,0.56070311
-331.74461,-6.2573404,-4.1657676,8.8973146,4.1840528,0.57116433
-332.11468,-4.5288991,-4.9380134,4.6680242,3.3350066,0.56070843
-327.71031,-0.72387259,-4.0138138,6.398709,3.777546,0.57946946
-330.2337,-3.1210172,-5.9372851,4.7038747,2.9031979,0.58292008
-327.56454,-0.54201047,-4.8009183,6.4634127,3.6029163,0.58160913
-328.69456,-1.9829839,-6.4805561,6.7355206,3.902785,0.59241223
-330.10653,-2.9775651,-5.987155,5.1460325,3.4585665,0.66358768
-327.89024,-0.92137844,-6.0359506,6.3773765,3.6265041,0.5952518
-328.98106,-1.6857837,-5.0831159,4.8491881,3.2686947,0.60647187
-330.5997,-3.6697124,-5.4402461,7.1189005,3.4620368,0.50964951
-328.56233,-1.5745518,-4.8693304,6.7975715,3.6085879,0.53039916
-329.44873,-2.2237903,-5.6487833,4.8318842,3.2944296,0.63194124
-332.12046,-6.1954404,-7.8433749,6.6704304,4.1821884,0.63525319
-330.04214,-2.8402616,-5.5144003,5.8733807,3.8880121,0.6746897
-329.62216,-2.8050861,-4.1839898,7.3698289,4.1313479,0.63521704
-329.75002,-2.6978372,-5.3516371,6.9438757,4.1552127,0.6482836
-327.63952,-0.55448819,-4.4622618,5.5413668,3.4861074,0.58055415
-328.42996,-1.2512796,-4.9916136,5.0536008,3.2310388,0.59976034
-330.17507,-2.6967598,-7.0512616,5.1999878,3.2303732,0.52662721
-329.84013,-3.3895466,-6.0188406,7.5005347,3.794399,0.54276449
-328.26306,-1.2880561,-6.6018625,6.127158,3.5357334,0.59888699
-327.142,-0.089772783,-5.2195037,6.0334005,3.559783,0.58833853
-328.27429,-1.2599344,-3.8830213,5.8366836,3.7416704,0.60830852
-327.89591,-0.83343383,-5.5405898,6.1681712,3.6225694,0.55095025
-328.98163,-1.8684701,-6.148419,4.9739469,3.0771706,0.59372457
-328.11035,-1.0580253,-4.1911361,6.1551564,3.3683761,0.54998211
-328.42162,-1.2995001,-3.79323,5.5309996,3.5490831,0.60259554
-329.05936,-2.1540129,-3.0165571,5.9098354,3.7327806,0.59152964
-328.77839,-1.5259474,-6.9517184,5.4954912,3.2374408,0.53604616
-328.32499,-1.1387518,-6.7450447,5.490539,3.3976277,0.5583621
-327.91801,-0.85555162,-4.9677005,5.4522436,3.5436349,0.58314896
-328.45739,-1.5804722,-3.8442606,6.7319757,3.6066731,0.5773068
-332.6371,-5.9955767,-6.0084896,6.0175442,3.3972271,0.65566736
-327.66683,-0.60379999,-4.6049876,6.1252084,3.7724433,0.58955916
-332.90982,-4.8216398,-5.5583048,4.2353094,2.6979504,0.53362448
-328.74945,-1.7459812,-5.6289352,6.4244196,3.4748052,0.51941328
-327.93583,-0.89875802,-4.4821528,6.3894861,3.7965696,0.62034776
-327.23201,-0.17975396,-4.8184765,6.0997258,3.6665747,0.59319151
-329.67788,-2.8204513,-4.5382655,6.8814954,3.631139,0.60504563
-329.26603,-2.6681924,-3.734778,7.6914846,4.1584272,0.59715216
-327.88962,-0.85545716,-5.2288572,6.1456237,3.4582999,0.59103155
-332.43144,-5.6901402,-4.5407392,5.5084053,2.9472739,0.46632489
-328.193,-1.1039651,-5.2007931,5.1818137,3.2603039,0.60431073
-327.89514,-0.80949553,-4.4867435,5.5564308,3.4653847,0.61034234
-327.58166,-0.5115826,-5.8817916,5.4443692,3.4949211,0.59301586
-328.10143,-0.89624598,-4.415233,5.3064279,3.2530787,0.56306149
-329.05302,-1.9890486,-5.346929,6.1111772,3.7018487,0.64936608
-327.3505,-0.31145316,-4.5535998,6.1096794,3.6259737,0.5980562
-328.52156,-1.6629399,-3.2563175,6.36065,3.7241503,0.55952417
-329.59863,-2.7614749,-7.4744665,6.3131475,3.4482799,0.5436867
-329.41171,-2.4369282,-6.6703389,5.8904042,3.8180663,0.59487073
-327.96231,-0.93146582,-5.0935397,5.6902112,3.2939895,0.52923474
-327.8899,-0.83415332,-5.9448974,5.565714,3.257024,0.5349427
-330.82925,-3.7666185,-6.8570586,6.330171,3.1902275,0.51826857
-329.05278,-2.0796679,-5.6073304,6.0106934,3.2484354,0.50564509
-328.19123,-1.1790889,-5.8417423,5.5684521,3.1607955,0.56523316
-327.7383,-0.63538845,-4.4109962,5.5853543,3.3607391,0.55448488
-329.35315,-2.2225471,-3.6964742,5.7805098,3.304709,0.52005537
-328.95716,-1.9206791,-6.292536,5.5598751,3.0636883,0.54417547
-329.3086,-1.7651367,-7.0794455,5.0914587,3.1517335,0.54282905
-328.32539,-1.3717678,-6.6355684,6.2776568,3.4874305,0.54880657
-327.43299,-0.42460387,-4.1768865,6.2395189,3.6329553,0.5705503
-328.30231,-1.3782064,-3.7452173,6.7738813,3.9131973,0.57435458
-331.97269,-4.5175412,-3.0119264,5.676928,3.1262759,0.56734097
-327.67087,-0.70199096,-5.8375763,6.490018,3.7245961,0.57858987
-328.66225,-1.865572,-6.3067869,6.6764156,3.8767252,0.61540703
-329.48693,-3.2421547,-2.5728529,7.077555,3.7892528,0.59218576
-330.35775,-3.6076542,-3.0636896,6.5902149,3.462947,0.58137929
-329.17346,-2.083264,-3.9947097,5.8277103,3.2243626,0.51701796
-328.62544,-1.5654352,-4.7180486,6.0717227,3.6859345,0.64093744
-329.98588,-2.9907463,-2.3622706,5.9171342,3.5105084,0.56142908
-328.55024,-1.3484271,-5.9316845,4.9076482,3.1823507,0.60018136
-328.96737,-1.9437052,-6.27097,5.6455387,3.7734761,0.61621771
-329.46575,-2.0466142,-6.7637628,4.9047074,2.9484135,0.54374714
-330.36322,-3.4024245,-6.0914596,5.4383191,3.1194637,0.49123771
-328.42116,-1.3917687,-6.1511076,6.0217672,3.3597912,0.58534474
-329.57904,-2.4504125,-4.47884,5.2513,3.1362142,0.59567146
-327.42355,-0.37924429,-4.9056229,6.1372213,3.5190663,0.58836661
-330.54595,-3.48432,-4.1943672,6.842048,3.3455415,0.51808862
-329.48298,-1.7629537,-7.0362981,4.8469497,3.13412,0.56359377
-327.61811,-0.62315736,-3.8435641,6.1113269,3.5644727,0.574875
-329.11686,-2.0831158,-4.0594512,5.7797136,3.3681748,0.608731
-334.03717,-9.3370565,-1.3647807,7.7540478,3.7623038,0.59940157
-328.70692,-1.9601178,-4.4104477,7.4642193,3.9495376,0.57034092
-330.16623,-2.5795974,-3.263405,5.2919143,3.3078674,0.59654786
-331.69127,-4.6314901,-3.9789104,6.7203345,4.0469407,0.68875615
-329.72439,-2.6238888,-7.2664006,5.7889136,3.3545263,0.60646404
-328.56706,-1.5297283,-4.0162603,6.5944964,3.8547157,0.55962821
-329.48646,-2.3266693,-5.0194608,4.9353193,2.9305996,0.53960212
-328.89604,-2.0843521,-3.9818516,6.9087998,3.7209156,0.6019142
-327.4507,-0.42904078,-4.643105,6.469212,3.6094201,0.56595742
-328.18048,-1.2786062,-5.6187704,6.864036,3.6785655,0.56692649
-330.09011,-2.1735918,-7.0316011,4.6704241,2.9944443,0.56200503
-328.9837,-2.050242,-3.5768019,6.8427083,4.1080651,0.62253014
-335.89931,-7.6968566,-1.1398666,5.3727446,3.4675523,0.62103941
-329.66817,-2.3580037,-4.5509825,5.1053735,3.2966097,0.54059374
-328.96942,-1.8285101,-5.774109,5.0277379,3.4113358,0.63499633
-333.63183,-5.1711907,-5.3277775,4.1925964,2.7171703,0.52580304
-327.81314,-0.80199833,-4.8011774,6.7125518,3.865056,0.60232472
-329.40269,-2.3658401,-6.002178,5.4591133,3.7311849,0.60201193
-328.03714,-1.0772463,-3.922229,6.6548087,3.9254992,0.60173046
-331.80042,-4.0903909,-4.8276676,4.5423061,2.9050093,0.59210412
-327.94171,-0.91646013,-4.1060439,6.1441038,3.4698292,0.54115844
-328.91996,-1.8773239,-4.7218973,5.5705977,3.7853348,0.6256189
-330.92454,-2.630169,-7.59016,4.7704108,3.108777,0.55700736
-328.70231,-1.690591,-5.7869185,6.1438804,3.3841643,0.51628851
-327.24044,-0.18659388,-5.444661,5.7545183,3.5082339,0.59870128
-330.41709,-3.5827824,-3.6348502,6.5413524,3.4445569,0.5927629
-328.45637,-1.3135331,-4.6797943,5.3260079,3.4057697,0.55634325
-327.67128,-0.62533427,-4.8021244,6.1526477,3.4826965,0.540737
-329.75683,-2.7454898,-5.2359864,7.2304213,4.1074635,0.56758403
-328.06338,-1.0394145,-5.8929954,5.527385,3.2489466,0.59001058
-327.81321,-0.73686848,-5.031214,6.4401385,3.8631512,0.58982768
-331.80463,-4.724766,-5.9083157,4.8560385,3.6688107,0.66471731
-329.37935,-2.2158279,-3.3059566,5.5593951,3.5544276,0.62097238
-330.3164,-3.3196618,-5.3090367,6.2124147,3.21685,0.5689737
-330.1957,-2.4767178,-6.2046188,4.4820187,2.9452054,0.56139919
-328.88376,-1.8226408,-6.6394261,6.029185,3.3024822,0.57020401
-330.07421,-2.962849,-4.7695889,5.211253,3.6842743,0.6576569
-328.86262,-2.2031014,-3.5662888,7.1818657,3.7482874,0.5745766
-327.88431,-0.78190589,-5.9320296,5.3856862,3.41357,0.56349405
-327.39565,-0.34525814,-4.5290676,5.9138956,3.5727812,0.56904609
-328.2568,-1.2522497,-3.9164111,6.5536641,3.9276104,0.58752244
-327.34594,-0.28407449,-5.8981677,5.7339672,3.3405309,0.55978994
-328.38938,-1.3291134,-4.7946448,6.4350662,3.6253941,0.53356897
-329.45819,-2.07641,-3.2350734,5.4315438,3.3993092,0.56938803
-330.46887,-3.4749648,-6.6348682,6.0009907,3.125859,0.49730381
-328.37054,-1.295023,-6.5765224,5.56338,3.5994683,0.59267172
-327.43109,-0.37470939,-6.1492231,5.7810077,3.5275584,0.57912807
-329.80853,-2.3734205,-7.6858381,5.5563968,3.2390366,0.57869419
-328.5821,-1.5106245,-5.2938091,6.4533775,3.6719386,0.53634526
-328.11351,-0.89483929,-6.7668581,5.390227,3.2997521,0.58604824
-327.75837,-0.6902626,-5.3502437,5.8386311,3.6365183,0.62386592
-331.6493,-4.7764474,-8.3481907,5.7638073,3.7024173,0.64064241
-328.75152,-2.2235518,-3.1569715,7.1770538,3.9463044,0.59869381
-328.28036,-1.1551193,-7.0384972,5.7888996,3.3934044,0.56383779
-330.49838,-3.0862196,-2.9751816,5.5021244,3.4011218,0.54357032
-329.86008,-2.7453259,-6.5880193,5.0459129,3.0293785,0.59399632
-328.85424,-1.7079735,-4.6207732,6.5275608,3.8603577,0.55604632
-328.78229,-1.8931942,-5.205072,7.0507355,3.6571627,0.5716542
-330.38942,-3.3091304,-5.3627636,7.08301,4.283436,0.65056517
-327.94654,-0.90260338,-4.6641785,5.9896288,3.4126597,0.53244515
-328.85694,-1.9308672,-7.3198453,6.1494806,3.4824577,0.56342397
-335.25684,-5.6201742,-3.28751,4.6025047,2.952949,0.52819728
-329.20988,-2.1736147,-4.3834046,6.1957178,3.3018813,0.56896118
-330.21437,-3.4128566,-2.2154207,6.13591,3.5281322,0.54611235
-330.03781,-2.8213692,-7.5085858,5.4216146,3.5870107,0.63320944
-327.85514,-0.85404372,-5.1894886,6.6694514,3.6019997,0.56567116
-329.57643,-2.9088516,-7.2815625,6.3789451,3.7472025,0.56283663
-327.69716,-0.63091993,-4.4496005,5.7110486,3.4369245,0.59791005
-328.5083,-1.7213494,-3.6107271,6.7904184,3.8181799,0.61056011
-328.25239,-1.1373587,-4.7550179,5.3935875,3.3029486,0.54005916
-328.30655,-1.2420242,-5.3384847,5.311823,3.3905378,0.62500906
-328.08201,-1.0239069,-5.7761479,5.9778991,3.794262,0.62094071
-327.51479,-0.44507082,-4.3499087,5.738579,3.4512769,0.5882061
-330.00593,-2.7752228,-4.4968912,6.3457094,4.1617501,0.63919283
-328.75767,-1.7002341,-5.786657,6.3326115,3.897873,0.64072133
-328.46673,-1.2802651,-6.6400343,5.2533526,3.4683812,0.59937401
-328.34607,-1.2276376,-6.8490537,5.5507828,3.5322416,0.60798091
-327.86815,-0.8140449,-5.3000865,6.0358194,3.3244856,0.56181846
-327.8832,-0.83691976,-5.762901,6.0557752,3.7777627,0.59712442
-329.16332,-2.1964977,-3.748757,6.8529241,3.8712058,0.54542982
-327.67238,-0.60558922,-5.5503458,5.2471853,3.1752967,0.56386062
-327.8158,-0.76798579,-4.2145222,5.9034689,3.6140971,0.56735376
-329.99046,-2.8007071,-3.2931488,5.8567455,3.2526344,0.5685738
-327.96065,-0.91155799,-6.2107602,5.9455805,3.5213685,0.5507978
-330.22788,-3.5365621,-6.2994493,7.0791472,3.9248925,0.54359395
-329.15241,-1.9720775,-4.7168893,6.3026775,4.0555699,0.63762974
-329.38124,-2.6704869,-3.9646836,7.20657,3.9094275,0.62067998
-334.23965,-4.5596983,-7.8651525,4.417812,2.8496399,0.52549026
-328.55579,-1.1913219,-6.7627949,5.0519337,3.2383995,0.59115383
-327.80611,-0.79142841,-3.8347037,5.9313171,3.6034781,0.59905601
-329.39905,-2.2928429,-4.4626594,6.2557565,3.5967235,0.52086799
-327.67139,-0.56282626,-4.3237212,5.5359549,3.4319856,0.58687344
-327.35288,-0.29799446,-4.7848274,5.9158498,3.396535,0.56919073
-327.95247,-0.82872025,-6.0131409,5.1823923,3.4000172,0.60197878
-330.83022,-4.5239273,-5.4455553,7.8262658,4.1537188,0.63213726
-328.79739,-1.9508536,-7.0883132,6.2905205,3.5597582,0.55350021
-327.38092,-0.3495948,-4.4447667,6.2665355,3.7245849,0.59203706
-330.97955,-3.948918,-5.280095,7.1285399,3.4168693,0.53405234
-328.43544,-1.3899205,-5.4787467,6.3215424,3.7636022,0.63372705
-327.93116,-0.91751927,-5.2776929,5.6911476,3.2305678,0.52933484
-327.45462,-0.36486415,-6.264572,5.6083002,3.4154207,0.58444217
-328.15117,-1.0625208,-5.3174393,5.4403781,3.3921069,0.54638926
-329.78849,-2.1446997,-7.724783,5.2864596,3.3058543,0.56507771
-330.90126,-3.5439122,-7.677998,5.5597886,3.4508651,0.54044043
-331.0434,-3.5183116,-3.0373609,5.5426852,3.2031055,0.51888282
-332.19518,-5.1498304,-5.861138,7.1643107,3.9907287,0.52442507
-331.49376,-3.9149943,-7.5327443,5.3352694,2.9119639,0.52881284
-329.18736,-2.4537504,-3.8803351,7.3156105,3.6975752,0.54940738
-327.55288,-0.529533,-4.5075409,6.3935846,3.7396729,0.60307529
-328.03779,-1.0343324,-4.1330005,6.3516754,3.5550957,0.53987533
-328.65977,-1.8173295,-4.0103599,6.9183352,3.8531448,0.61574211
-327.2943,-0.24331186,-4.6542403,5.8133153,3.5819373,0.58577204
-328.08163,-1.1032706,-5.6965478,6.4777349,3.6881067,0.60809998
-327.43582,-0.41800244,-4.338367,6.2707267,3.6999817,0.59677986
-333.02353,-7.4417631,-5.4886542,8.6071623,3.8940521,0.55806826
-330.84393,-3.6947331,-3.0967077,5.5248935,3.6724172,0.57413004
-327.25457,-0.19800772,-5.0027374,6.0530345,3.6096442,0.57007546
-332.33386,-4.2593521,-3.8420113,4.8746287,2.9142877,0.51459326
-329.09796,-2.1266883,-3.8685974,6.0936346,3.6437053,0.63641183
-327.68406,-0.63737348,-4.5692029,6.1325558,3.4139322,0.54428423
-328.69497,-1.9432788,-5.338729,7.3273654,3.9828371,0.58288904
-331.38499,-4.472808,-7.5477166,5.6407816,3.8655253,0.65043432
-331.31138,-4.2948158,-5.4134539,6.7355268,3.9714323,0.67923582
-327.53392,-0.47342315,-5.9394971,5.6401102,3.2663842,0.55162418
-327.89,-0.88122556,-4.5268837,6.3310545,3.6159277,0.60436069
-327.38573,-0.33268764,-5.1020742,5.6614238,3.5809044,0.60087746
-329.91391,-3.2752434,-2.4693518,6.3754438,3.5534391,0.5914784
-328.80339,-1.7661273,-4.7654516,6.0094315,3.618979,0.6401703
-328.39792,-1.6395543,-3.3872803,6.7539899,3.6639247,0.57493338
-329.72314,-2.7556927,-5.4579827,6.4880827,3.7445979,0.64768134
-327.28915,-0.23379961,-5.3926993,5.744974,3.5383357,0.57378067
-327.25511,-0.19639866,-5.7398923,5.6195866,3.3274574,0.56401895
-327.61769,-0.62750139,-4.0838395,6.2860857,3.7204878,0.60153215
-328.64501,-1.836666,-3.133926,6.3109862,3.8812024,0.60620324
-327.58119,-0.48646328,-6.3037065,5.6590774,3.3516334,0.55745811
-328.90051,-1.8360704,-4.9297522,6.2228228,3.738496,0.64592826
-329.62168,-2.5427476,-6.5329864,5.5060732,3.1475215,0.50519635
-329.84619,-2.837548,-6.5347335,6.095732,3.4219549,0.5104171
-332.41072,-5.1316478,-4.7130086,5.0386834,3.5238577,0.69443536
-327.79014,-0.75626056,-5.9870682,5.9859925,3.5164758,0.6043794
-328.0979,-0.93022771,-6.2305118,5.2634451,3.2835404,0.55158464
-329.24549,-2.4735904,-2.9883428,6.3069357,3.9016148,0.63335122
-327.78393,-0.80357968,-4.2158067,6.5312861,3.5822227,0.56979081
-329.61199,-2.6628932,-3.8193444,6.5470128,3.4170964,0.57104888
-329.21805,-2.2377438,-5.29263,5.9518334,3.1394472,0.50995715
-328.11547,-0.9626391,-4.6212806,5.3161413,3.1774859,0.55551888
-330.91282,-4.184679,-5.2098625,5.1826631,2.9142,0.57250728
-328.26858,-1.1955152,-4.2376955,5.7249425,3.3528369,0.59300722
-328.02957,-0.98537048,-4.2418667,5.7568826,3.7012047,0.61260382
-328.68041,-1.311459,-6.8296704,5.1037587,3.3146477,0.57571468
-327.63709,-0.60788534,-4.9914433,6.5223204,3.564994,0.55792691
-332.09129,-4.7421108,-5.548097,6.340479,3.716835,0.50960476
-328.93346,-1.9738476,-5.1468932,5.3333162,3.0503804,0.56508065
-329.16269,-1.9595966,-3.8405071,5.6494947,3.1876287,0.52979418
-330.2589,-3.6333477,-2.756868,6.8738567,3.4994561,0.52765067
-329.02026,-1.945058,-5.987181,5.6888265,3.7958149,0.64443919
-328.30082,-1.3051444,-5.4443054,5.3968716,3.2314272,0.59933262
-331.05141,-5.0536393,-2.4584198,7.2842225,3.9842811,0.64043686
-330.11613,-2.7118239,-7.6353868,5.2535293,3.511755,0.60727831
-327.95161,-0.90846226,-4.867066,6.4280241,3.5979887,0.54000107
-328.51155,-1.4910725,-6.2688569,6.2181316,3.3587713,0.53132681
-328.12138,-0.95158921,-5.7734756,5.0517321,3.2802024,0.56862567
-327.86832,-0.78906757,-5.4446677,5.38054,3.3181491,0.54650791
-328.33595,-1.2741527,-5.1681106,5.6609885,3.7533659,0.62668826
-328.33865,-1.3275537,-5.0095138,5.5528828,3.1629061,0.56848282
-328.91132,-1.8833897,-3.4567168,5.7529945,3.6790839,0.62558575
-330.97772,-4.2382692,-7.5121372,6.1935596,3.5627047,0.63350281
-328.6422,-1.5594449,-5.3788748,5.5273398,3.5788167,0.64531316
-328.67436,-1.5982998,-4.6460751,6.8287469,3.9014925,0.55727117
-328.31383,-1.2311679,-5.9369003,5.8329392,3.5157788,0.54322782
-333.44338,-5.2557321,-7.8516471,4.9915791,2.7822523,0.49732222
-329.44226,-2.3310476,-6.4384572,5.177252,3.6044187,0.63089796
