rank,formula,predicted_freesolv,predictive_sd,target_error,bayesian_credible_score_percent,score,atoms,heavy_atoms,edges,dietz_bonding_systems,min_bond_length_angstrom,max_bond_length_angstrom,min_nonbonded_distance_angstrom,min_bond_angle_degrees,seed_molecule,random_seed,target_freesolv
517,C6H18FN5O2,-5.436860307397987,6.1995660206241965,0.4368603073979873,15.885843331519018,-2.039741829872929,32,14,31,31,0.9600000000000001,1.7699999999999998,1.4934819500420284,85.08089583735202,water,0,-5.0
518,C6H16ClFN4O2,-5.844974153044803,6.156770735460511,0.8449741530448032,15.88574902883137,-2.0397477661625913,30,14,29,29,0.96,1.6900000000000004,1.344696418535967,77.85887365582464,water,0,-5.0
519,C8H22N4O2,-5.381979687509292,6.204482937829172,0.38197968750929157,15.882665481925667,-2.039941892747936,36,14,35,35,0.9600000000000001,1.7699999999999998,1.5132085117392116,75.57502233797302,water,0,-5.0
520,C6H18FN5O2,-5.352690540986378,6.206255910061989,0.3526905409863783,15.882582914864502,-2.0399470913259625,32,14,31,31,0.9600000000000001,1.7699999999999998,1.5132085117392116,75.57502233797302,water,0,-5.0
521,C6H18FN5O2,-5.36632566730834,6.205654364391905,0.36632566730833993,15.882108224366759,-2.039976979260065,32,14,31,31,0.96,1.7699999999999998,1.428355697996826,72.87186315110854,water,0,-5.0
522,C6H16FN3O4,-6.446552040602049,6.041096275083299,1.4465520406020493,15.88165168737487,-2.040005725037844,30,14,29,29,0.96,1.7700000000000002,1.3414006720836578,73.32853628154406,water,0,-5.0
523,C7H20N4O3,-5.424479648661462,6.202142296109292,0.42447964866146215,15.881588408560148,-2.0400097094433725,34,14,33,33,1.01,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
524,C6H17N3O5,-5.9154586754312914,6.148269184271724,0.9154586754312914,15.88134191311236,-2.040025230394701,31,14,30,30,0.96,1.5400000000000003,1.3370712697543565,77.33496890016049,water,0,-5.0
525,C5H15ClFN5O2,-5.581000410775968,6.190246509642249,0.5810004107759683,15.87938520920148,-2.0401484457043395,29,14,28,28,0.96,1.7700000000000005,1.428355697996826,84.3953882703043,water,0,-5.0
526,C6H16ClFN4O2,-5.837393246603481,6.161109130129377,0.8373932466034812,15.87764865208431,-2.0402578109005027,30,14,29,29,0.9600000000000001,1.6900000000000004,1.344696418535967,77.85887365582464,water,0,-5.0
527,C6H19FN6O,-5.112270382012997,6.217530580898217,0.11227038201299688,15.876957966952398,-2.0403013123137184,33,14,32,32,1.0099999999999998,1.7699999999999998,1.428355697996826,72.87186315110854,water,0,-5.0
528,C6H17N3O4,-6.280749813372715,6.085507427341708,1.280749813372715,15.869096666706442,-1.9407965738822732,30,13,29,29,0.96,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
529,C8H21ClN4O,-5.347839635417037,6.2122162759386566,0.3478396354170368,15.868456987947594,-2.0408368844094107,35,14,34,34,0.96,1.6900000000000004,1.402395721810777,75.04643007626971,water,0,-5.0
530,C6H18ClN5O2,-5.327286523419772,6.215352872238824,0.3272865234197724,15.863451786436631,-2.041152352450622,32,14,31,31,0.9599999999999997,1.7700000000000002,1.2311473401510196,70.24163777015674,water,0,-5.0
531,C7H18ClN3O3,-5.653771142175955,6.189632884336697,0.6537711421759553,15.862766947139617,-2.0411955242703,32,14,31,31,0.96,1.7700000000000002,1.428355697996826,77.91585509895684,water,0,-5.0
532,C6H18N4O4,-5.305427582708334,6.217854329257869,0.3054275827083339,15.86001266437943,-2.0413691712710254,32,14,31,31,1.01,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
533,C5H16ClN5O3,-5.591954552026754,6.197411133988432,0.5919545520267544,15.859061426146251,-2.04142915021182,30,14,29,29,0.9599999999999997,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
534,C7H20FN5O,-5.154915111576438,6.225344014572951,0.15491511157643778,15.855266224906531,-2.0416684869115977,34,14,33,33,0.9600000000000001,1.7699999999999998,1.428355697996826,85.08089583735202,water,0,-5.0
535,C8H22N4O2,-5.448048752188657,6.211235907343641,0.44804875218865714,15.854908486503986,-2.041691049915795,36,14,35,35,1.0099999999999998,1.7700000000000002,1.3414006720836578,70.52877936550931,water,0,-5.0
536,C6H15FN4O3,-5.80142781337998,6.175391994180309,0.8014278133799797,15.854441557393006,-2.041720500479138,29,14,29,29,0.96,2.1535247916774582,1.3479998878741402,77.91585509895684,water,0,-5.0
537,C7H18N4O3,-5.580475902723069,6.200834305810593,0.5804759027230686,15.853308059174816,-2.041791997083746,32,14,32,32,1.0099999999999998,2.1535247916774582,1.493254359943579,79.34033395836268,water,0,-5.0
538,C7H20N4O2,-5.530015209197396,6.20545903432334,0.530015209197396,15.853129247042741,-1.9418032763158055,33,13,32,32,1.0099999999999998,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
539,C7H20ClN5O,-5.179935613249996,6.227318350538942,0.17993561324999607,15.848699676387701,-2.0420827283748375,34,14,33,33,0.96,1.6900000000000004,1.402395721810777,75.04643007626971,water,0,-5.0
540,C7H18FN3O3,-5.630392433283098,6.198380749338188,0.6303924332830979,15.84721809132286,-2.042176215812354,32,14,31,31,0.9600000000000001,1.7700000000000002,0.9837598048353039,54.735610317245346,water,0,-5.0
541,C7H18N4O3,-5.525250885859248,6.208501287984238,0.525250885859248,15.84661857490944,-2.042214047547262,32,14,32,32,0.96,2.1535247916774582,1.3479998878741402,70.95951609679777,water,0,-5.0
542,C5H13Cl2FN4O2,-5.495746275845598,6.210970122832315,0.4957462758455984,15.846551411752246,-2.042218285883612,27,14,26,26,0.9599999999999999,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
543,C6H15F2N3O3,-5.944963191224736,6.158119161064878,0.944963191224736,15.845948591679281,-2.0422563276962156,29,14,28,28,0.9599999999999999,1.7700000000000002,1.428355697996826,70.52877936550931,water,0,-5.0
544,C7H20ClN5O,-5.194013281732725,6.228233292454486,0.19401328173272514,15.845383622346002,-2.04229198219818,34,14,33,33,0.96,1.6900000000000004,1.402395721810777,75.04643007626971,water,0,-5.0
545,C7H21N5O2,-5.2698727635187845,6.2270466114548215,0.26987276351878453,15.841315562318048,-2.0425487498738915,35,14,34,34,1.0099999999999998,1.7700000000000002,1.3414006720836578,70.52877936550931,water,0,-5.0
546,C7H18N4O3,-5.473352673742533,6.2152786631910155,0.4733526737425331,15.840246564373983,-2.0426162337902585,32,14,32,32,1.0099999999999998,2.1535247916774582,1.493254359943579,79.34033395836268,water,0,-5.0
547,C6H15FN4O3,-5.6948643266522305,6.194804899460306,0.6948643266522305,15.83884961540592,-2.042704427529186,29,14,29,29,1.0099999999999998,2.1535247916774582,1.4667048522506365,79.34033395836268,water,0,-5.0
548,C5H14Cl2N4O2,-5.450002525274482,6.218175736739056,0.45000252527448215,15.837396933483566,-1.942796148113639,27,13,26,26,0.9599999999999999,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
549,C6H18ClN5O2,-5.285278905847086,6.227951891068787,0.28527890584708615,15.837372593387824,-2.0427976849895884,32,14,31,31,1.0099999999999998,1.7699999999999998,1.428355697996826,89.56876081200177,water,0,-5.0
550,C6H16N4O3,-5.687266866549762,6.197670180116185,0.6872668665497619,15.833909610897573,-1.9430163678002,29,13,29,29,0.96,2.1535247916774582,1.3479998878741402,77.91585509895684,water,0,-5.0
551,C8H19N3O3,-5.767143572585628,6.188779830868755,0.7671435725856277,15.832393331911106,-2.043112133888863,33,14,33,33,0.9599999999999999,2.1453170846329614,1.3229092803916485,57.53832428723205,water,0,-5.0
552,C4H12ClFN4O4,-5.971299696562279,6.159871093314667,0.9712996965622791,15.83139697100377,-2.0431750676626237,26,14,25,25,0.9599999999999999,1.77,1.5132085117392116,88.45833630687238,water,0,-5.0
553,C6H20N6O2,-5.18497522412036,6.234448053991596,0.18497522412036016,15.830679237953724,-2.043220404743201,34,14,33,33,1.0099999999999998,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
554,C6H16N4O3,-5.758411842993037,6.1912731846949525,0.7584118429930369,15.828952646817468,-1.9433294768350216,29,13,29,29,1.0099999999999998,2.1535247916774582,1.493254359943579,77.91585509895684,water,0,-5.0
555,C6H15Cl2N3O3,-6.161133740048234,6.127099901100235,1.1611337400482338,15.828523308352374,-2.043356600820884,29,14,28,28,0.9600000000000002,1.7699999999999998,1.5132085117392116,88.45833630687238,water,0,-5.0
556,C6H16N4O3,-5.6297407902499,6.2065694798974675,0.6297407902499002,15.827208672003055,-1.9434396591656342,29,13,29,29,1.0099999999999998,2.1535247916774582,1.493254359943579,79.34033395836268,water,0,-5.0
557,C8H22N4O2,-5.307353568436876,6.232317326085775,0.3073535684368762,15.82398177440517,-2.043643562877536,36,14,35,35,0.9600000000000001,1.7700000000000002,1.36,77.06785961228879,water,0,-5.0
558,C7H19N3O3,-5.559775150393507,6.214737823860608,0.5597751503935067,15.823744204301343,-1.9436585762850704,32,13,31,31,0.9600000000000001,1.7700000000000002,0.9837598048353039,54.735610317245346,water,0,-5.0
559,C6H15ClN2O5,-7.736976433515373,5.521267519662747,2.7369764335153732,15.822925054484655,-2.043710344754616,29,14,28,28,0.9599999999999997,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
560,C7H21N5O2,-5.184164992051355,6.237746170271977,0.18416499205135484,15.822585071164891,-2.043731831740822,35,14,34,34,0.9600000000000001,1.7699999999999998,1.5132085117392116,75.57502233797302,water,0,-5.0
561,C5H14ClFN4O3,-5.749778564781023,6.195603142057144,0.7497785647810229,15.820943596934942,-2.0438355796033716,28,14,27,27,0.9600000000000001,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
562,C5H17N5O4,-5.312632269835463,6.233599293582895,0.3126322698354631,15.820167167252253,-2.0438846568743076,31,14,30,30,0.9600000000000001,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
563,C6H16N4O4,-5.564123146068995,6.216851971986293,0.5641231460689946,15.81756549399403,-2.044049123354377,30,14,30,30,1.0099999999999998,2.1535247916774582,1.5132085117392118,77.91585509895684,water,0,-5.0
564,C6H16FN5O2,-5.342427082368707,6.233201317278448,0.3424270823687072,15.81727586785447,-2.0440674339339218,30,14,30,30,1.0099999999999998,2.1535247916774582,1.5132085117392118,77.91585509895684,water,0,-5.0
565,C4H14ClN5O4,-5.4521058906823745,6.226609589924367,0.4521058906823745,15.816214391205108,-2.0441345448749573,28,14,27,27,0.9599999999999997,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
566,C9H20N2O3,-6.321665654229307,6.098595059641702,1.3216656542293066,15.815298343565873,-2.0441924648136696,34,14,34,34,0.9599999999999999,2.1453170846329614,1.3229092803916485,57.53832428723205,water,0,-5.0
567,C6H17N5O3,-5.45455696966821,6.2273844220257235,0.4545569696682099,15.813864092990595,-2.0442831564707213,31,14,31,31,1.0099999999999998,2.1535247916774582,1.4166964306462908,59.660831900607704,water,0,-5.0
568,C8H20ClN3O2,-5.327545517294049,6.235544170557777,0.3275455172940491,15.813475500534707,-2.044307729669789,34,14,33,33,0.9599999999999999,1.6900000000000004,1.402395721810777,75.04643007626971,water,0,-5.0
569,C5H14F2N4O3,-5.715758048377968,6.203099037411502,0.7157580483779684,15.812557329942953,-2.0443657938978843,28,14,27,27,0.9599999999999999,1.7700000000000002,1.428355697996826,77.06785961228879,water,0,-5.0
570,C7H20N6O,-5.077982642165873,6.2453024166832165,0.07798264216587292,15.809435159736058,-2.04456326217684,34,14,34,34,1.0099999999999998,2.1535247916774582,1.3479998878741402,59.660831900607704,water,0,-5.0
571,C6H17ClN4O3,-5.6189302207561935,6.214964162448283,0.6189302207561935,15.809271622545085,-2.0445736065082576,31,14,30,30,0.9600000000000002,1.7699999999999998,1.5132085117392113,88.45833630687238,water,0,-5.0
572,C7H20N4O3,-5.427805536916518,6.231226307635684,0.4278055369165177,15.809092193311916,-2.0445849561931566,34,14,33,33,0.9600000000000001,1.7700000000000002,1.3414006720836578,70.52877936550931,water,0,-5.0
573,C6H16ClN3O4,-6.433136424616155,6.075324425560364,1.4331364246161549,15.80741651194548,-2.0446909565984277,30,14,29,29,0.96,1.6900000000000004,1.428355697996826,75.04643007626971,water,0,-5.0
574,C6H16FN5O2,-5.334595021821777,6.237745528164821,0.3345950218217766,15.807124849373672,-2.044709407764205,30,14,30,30,1.0099999999999998,2.1535247916774582,1.4667048522506365,79.34033395836268,water,0,-5.0
575,C6H16F2N4O2,-5.380439091477763,6.235835924348438,0.3804390914777631,15.805334733699395,-2.044822661569812,30,14,29,29,0.9599999999999999,1.7700000000000002,1.428355697996826,77.06785961228879,water,0,-5.0
576,C8H21N3O3,-5.543348363384393,6.224280817147977,0.5433483633843927,15.803883548672673,-2.0449144819378313,35,14,34,34,0.96,1.6900000000000004,1.313552018542039,84.51873227900288,water,0,-5.0
577,C6H17FN4O3,-5.573730565102258,6.222000630940114,0.5737305651022577,15.802733429433177,-2.0449872590554077,31,14,30,30,0.96,1.7699999999999998,1.428355697996826,89.56876081200177,water,0,-5.0
578,C6H16FN5O2,-5.3151338746360945,6.241012782093147,0.31513387463609455,15.801579859565273,-2.0450602598422223,30,14,30,30,1.0099999999999998,2.1535247916774582,1.4667048522506365,70.95951609679777,water,0,-5.0
579,C6H16FN5O2,-5.297766293709976,6.242430559965488,0.29776629370997565,15.800193389687278,-2.0451480061764515,30,14,30,30,1.0099999999999998,2.1535247916774582,1.4667048522506365,81.93988526995054,water,0,-5.0
580,C7H11N3O3,-6.36517563480573,6.095372914913992,1.3651756348057296,15.798844182862236,-1.945233401614383,24,13,24,25,0.9599999999999999,2.1453170846329614,1.428355697996826,90.0,water,0,-5.0
581,C5H14Cl2N4O3,-5.809193710346485,6.197777507516186,0.8091937103464852,15.797037270101985,-2.045347778088729,28,14,27,27,0.9600000000000002,1.7699999999999998,1.5132085117392116,88.45833630687238,water,0,-5.0
582,C6H17N3O5,-6.221908539976978,6.127841944639218,1.2219085399769778,15.7970200527177,-2.0453488680015637,31,14,30,30,0.9599999999999997,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
583,C6H17ClN4O3,-5.522751207745229,6.2292033845939585,0.5227512077452294,15.79615554411515,-2.0454035955549945,31,14,30,30,0.96,1.7699999999999998,1.428355697996826,89.56876081200177,water,0,-5.0
584,C6H17N5O3,-5.412155224434119,6.23759484912687,0.41215522443411867,15.796029491772021,-2.0454115755249136,31,14,31,31,1.0099999999999998,2.1535247916774582,1.3530631344339095,78.43596528045035,water,0,-5.0
585,C5H15Cl2N5O2,-5.338973928918494,6.242818586715478,0.3389739289184943,15.794053468063638,-2.0455366795781997,29,14,28,28,0.96,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
586,C4H12ClF2N5O2,-5.48852079310802,6.232931679063536,0.48852079310802043,15.793865658005124,-2.045548570836865,26,14,25,25,0.96,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
587,C4H12Cl2FN5O2,-5.471135459290541,6.235101247214073,0.471135459290541,15.791843162551993,-2.045676634795625,26,14,25,25,0.96,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
588,C5H12ClF2N3O3,-6.435252230315892,6.081837912451591,1.4352522303158919,15.790563364011339,-2.0457576798255706,26,14,25,25,0.9599999999999999,1.7700000000000002,1.3306890474577906,70.52877936550931,water,0,-5.0
589,C5H15ClFN5O2,-5.3166162841803395,6.245975721728538,0.3166162841803395,15.789183742595878,-2.04584505363586,29,14,28,28,0.9600000000000001,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
590,CH8FN5O2,-5.586763501264892,6.22637701601286,0.5867635012648922,15.788992337259156,-1.8458571762699374,17,9,16,16,1.0099999999999998,1.5400000000000003,1.428355697996826,90.0,water,0,-5.0
591,C7H20N4O3,-5.412404956369719,6.241133736930198,0.41240495636971897,15.787293431996227,-2.045964782672855,34,14,33,33,0.9600000000000001,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
592,C5H16ClFN6O,-5.14394165042228,6.254034573744193,0.14394165042228035,15.785034887458135,-2.04610785381535,30,14,29,29,1.0099999999999998,1.7699999999999998,1.428355697996826,88.45833630687238,water,0,-5.0
593,C7H19N3O4,-5.596643937887758,6.227937439124188,0.5966439378877579,15.782849901209554,-2.0462462847724256,33,14,32,32,0.9600000000000001,1.7700000000000002,0.9837598048353039,54.735610317245346,water,0,-5.0
594,C8H21N3O3,-5.502119011657406,6.2364965736225715,0.5021190116574061,15.782451782316686,-2.0462715098690762,35,14,34,34,0.96,1.6900000000000004,1.428355697996826,75.04643007626971,water,0,-5.0
595,C5H16FN5O3,-5.472110359906119,6.2390772140176765,0.47211035990611894,15.781904474865138,-2.046306188697762,30,14,29,29,0.9600000000000001,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
596,C5H15FN6O2,-5.233956264833734,6.252677923694476,0.23395626483373366,15.781676857289867,-2.046320611495535,29,14,29,29,1.0099999999999998,2.1535247916774582,1.4166964306462908,75.94883546430427,water,0,-5.0
597,C7H19ClN4O2,-5.355631265494101,6.246958976423901,0.3556312654941012,15.781595110253205,-2.046325791379087,33,14,32,32,0.9599999999999999,1.6900000000000004,1.402395721810777,75.04643007626971,water,0,-5.0
598,C6H17ClN4O3,-5.6279558518248605,6.225673924621599,0.6279558518248605,15.780782290539994,-2.046377296986733,31,14,30,30,0.96,1.6900000000000004,1.428355697996826,75.04643007626971,water,0,-5.0
599,C4H12Cl2N4O3,-5.958402549927822,6.182930988832212,0.9584025499278219,15.780251208456656,-1.946410951276502,25,13,24,24,0.9599999999999999,1.77,1.5132085117392116,84.5919938013551,water,0,-5.0
600,C6H18N4O3,-5.457985970281958,6.241273077115701,0.45798597028195775,15.779115081643186,-1.9464829506191705,31,13,30,30,0.96,1.7699999999999998,1.428355697996826,89.56876081200177,water,0,-5.0
601,C6H17N5O2,-5.247394412290842,6.253547444492436,0.24739441229084225,15.778267723774428,-1.9465366532899013,30,13,30,30,1.0099999999999998,2.1535247916774582,1.4667048522506365,70.95951609679777,water,0,-5.0
602,C6H17ClN4O3,-5.728952254728662,6.2158145693303295,0.7289522547286618,15.777640531284131,-2.0465764044823125,31,14,30,30,0.96,1.75,1.5132085117392118,81.72786979812636,water,0,-5.0
603,C5H15N5O4,-5.371307523549218,6.247914246034549,0.37130752354921803,15.777004415511184,-2.046616722842675,29,14,29,29,1.0099999999999998,2.1535247916774582,1.4166964306462908,75.94883546430427,water,0,-5.0
604,C5H15ClN4O4,-5.487711833048865,6.240330834618965,0.48771183304886456,15.775873120988804,-2.0466884306938242,29,14,28,28,0.9599999999999997,1.7699999999999998,1.4283556979968262,83.05551936721915,water,0,-5.0
605,C6H17ClN4O3,-5.719122006171096,6.217907934817745,0.7191220061710961,15.775362701819517,-2.0467207856337195,31,14,30,30,0.96,1.7699999999999998,1.5132085117392118,77.06785961228879,water,0,-5.0
606,C5H16ClN5O3,-5.41544958742253,6.246986530112474,0.4154495874225299,15.772436732005128,-2.046906280018449,30,14,29,29,0.9600000000000001,1.7699999999999998,1.428355697996826,85.08089583735202,water,0,-5.0
607,C7H19ClN4O2,-5.327634820974551,6.25370471647334,0.3276348209745512,15.768808697837649,-2.0471363301724006,33,14,32,32,0.96,1.6900000000000004,1.402395721810777,75.04643007626971,water,0,-5.0
608,C5H14ClFN4O3,-5.836716426746765,6.206323258539173,0.836716426746765,15.767148450797036,-2.047241622492169,28,14,27,27,0.96,1.6900000000000004,1.428355697996826,75.04643007626971,water,0,-5.0
609,C3H12FN5O2,-5.439620675683361,6.247831362530781,0.4396206756833614,15.76629607967965,-1.8472956838946124,23,11,22,22,0.9600000000000001,1.5400000000000003,1.428355697996826,84.51873227900289,water,0,-5.0
610,C5H15N5O4,-5.355470869718845,6.2533033326879615,0.3554708697188449,15.766054848163444,-2.04731098446746,29,14,29,29,1.0099999999999998,2.1535247916774582,1.4203058679516503,81.93988526995054,water,0,-5.0
611,C6H17ClN4O2,-5.385298667016479,6.251543295506754,0.3852986670164791,15.766023003771176,-1.947313004276774,30,13,29,29,0.9600000000000001,1.6900000000000004,1.344696418535967,77.85887365582464,water,0,-5.0
612,C7H19FN4O2,-5.338094245242486,6.255034874431486,0.33809424524248577,15.764179853260082,-2.0474299176072432,33,14,32,32,0.9600000000000001,1.6900000000000004,1.4283556979968262,80.33486669757006,water,0,-5.0
613,C5H15FN4O4,-5.523579895677398,6.242264944797206,0.5235798956773978,15.763980470843252,-2.047442565501366,29,14,28,28,0.9600000000000001,1.7700000000000002,1.4283556979968264,77.06785961228879,water,0,-5.0
614,C6H18N4O4,-5.29150348615168,6.2576367509102,0.2915034861516803,15.76356287912753,-2.0474690560979285,32,14,31,31,0.9600000000000001,1.7700000000000002,1.36,77.06785961228879,water,0,-5.0
615,C7H19FN4O2,-5.334081772261667,6.255792742787923,0.33408177226166735,15.762852593206647,-2.047514115830243,33,14,32,32,0.9600000000000001,1.6900000000000004,1.4283556979968262,80.33486669757006,water,0,-5.0
616,C4H13FN6O2,-5.290685712664489,6.257978494363205,0.29068571266448906,15.762818682373393,-1.9475162671457822,26,13,26,26,1.0099999999999998,2.1535247916774582,1.493254359943579,75.94883546430427,water,0,-5.0
617,C4H13ClFN5O3,-5.55086343650659,6.240380662966411,0.5508634365065896,15.762803997823271,-2.0475171987403944,27,14,26,26,1.0099999999999998,1.7699999999999998,1.428355697996826,88.45833630687238,water,0,-5.0
618,C9H12ClNO3,-8.656657334885848,2.7902318053198996,3.656657334885848,15.762564527476627,-2.0475323909717846,26,14,26,27,0.9600000000000001,2.1453170846329614,1.3466224217407503,77.99151040078642,water,0,-5.0
619,C4H11ClF2N4O3,-6.047886663631105,6.175585250117389,1.0478866636311048,15.761920574928007,-2.047573245091788,25,14,24,24,0.9599999999999999,1.7700000000000002,1.3306890474577906,76.89793200880244,water,0,-5.0
620,C7H20N4O3,-5.2766700922977,6.258998924050432,0.27667009229770034,15.761877845397507,-2.0475759560297235,34,14,33,33,0.9600000000000001,1.7700000000000002,1.36,77.06785961228879,water,0,-5.0
621,C8H13N3O3,-5.527504026205538,6.243120998131385,0.5275040262055377,15.76107435212069,-2.0476269343309914,27,14,27,28,0.96,2.1453170846329614,1.5103655074585032,78.6338856163236,water,0,-5.0
622,C6H18ClN5O2,-5.238700174134429,6.2609264007495256,0.23870017413442923,15.76099084228174,-2.047632232831482,32,14,31,31,0.96,1.6900000000000004,1.402395721810777,75.04643007626971,water,0,-5.0
623,C6H18FN5O2,-5.197993048528653,6.262407667643788,0.1979930485286534,15.76084351909076,-2.047641580205705,32,14,31,31,0.9600000000000001,1.7699999999999998,1.4934819500420284,85.08089583735202,water,0,-5.0
624,C3H12ClN5O2,-5.427622258003565,6.251082426366864,0.4276222580035647,15.76038548483178,-1.847670642160044,23,11,22,22,0.9599999999999997,1.7499999999999998,1.428355697996826,84.51873227900289,water,0,-5.0
625,C6H19ClN6O,-5.062020770722222,6.267456449751151,0.06202077072222156,15.755387399200247,-2.0479878221125603,33,14,32,32,0.9599999999999997,1.7700000000000002,1.4347161420619652,78.81577670463646,water,0,-5.0
626,C6H19N5O3,-5.278010537083175,6.261671945298437,0.27801053708317536,15.755183516742285,-2.048000762687868,33,14,32,32,0.9600000000000001,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
627,C5H15FN4O4,-5.655297269871391,6.233311508542052,0.655297269871391,15.755181784515775,-2.048000872634325,29,14,28,28,0.9599999999999997,1.6900000000000004,1.4283556979968262,80.33486669757006,water,0,-5.0
628,C6H18ClN5O2,-5.175364703718409,6.265434514911173,0.17536470371840895,15.755079010591396,-2.0480073958379914,32,14,31,31,1.0099999999999998,1.7700000000000002,1.428355697996826,77.06785961228879,water,0,-5.0
629,C5H15ClN4O4,-5.758301324206365,6.221691576047973,0.7583013242063652,15.754645656972585,-2.0480349018618247,29,14,28,28,0.9600000000000001,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
630,C5H16N4O4,-5.575081448330902,6.242084849777137,0.5750814483309021,15.75326473534114,-1.9481225574134073,29,13,28,28,0.9600000000000001,1.7700000000000002,1.3414006720836578,77.06785961228879,water,0,-5.0
631,C6H19ClN6O,-5.058122786455745,6.268824127803049,0.05812278645574498,15.752127182097203,-2.0481947706553445,33,14,32,32,0.9599999999999997,1.7700000000000002,1.2311473401510196,70.24163777015674,water,0,-5.0
632,C7H20N4O2,-5.3043558765172065,6.26207977278307,0.3043558765172065,15.751179829427109,-1.948254913717153,33,13,32,32,0.9600000000000001,1.6900000000000004,1.344696418535967,77.85887365582464,water,0,-5.0
633,C5H15ClN4O3,-5.703118707562455,6.230008049516293,0.7031187075624548,15.75038345764844,-1.9483054744954598,28,13,27,27,0.96,1.6900000000000004,1.4283556979968262,75.04643007626971,water,0,-5.0
634,C3H13N5O2,-5.355779611503129,6.260894404864845,0.3557796115031291,15.747430592416428,-1.8484929710141684,23,10,22,22,0.9600000000000001,1.5400000000000003,1.428355697996826,84.51873227900289,water,0,-5.0
635,C6H19N5O3,-5.252763140726757,6.266221063263695,0.2527631407267572,15.746671314942606,-2.0485411881359776,33,14,32,32,0.9600000000000001,1.7699999999999998,1.4934819500420284,85.08089583735202,water,0,-5.0
636,C7H18N4O3,-5.339052666112542,6.262534910754765,0.3390526661125417,15.745695604651406,-2.0486031530110855,32,14,32,32,0.9599999999999999,2.1453170846329614,1.428355697996826,57.53832428723205,water,0,-5.0
637,C6H19FN6O,-5.060415270975123,6.271897769951357,0.060415270975123114,15.744546624058042,-2.0486761267650206,33,14,32,32,1.0099999999999998,1.7699999999999998,1.428355697996826,88.45833630687238,water,0,-5.0
638,C6H17FN4O3,-5.400284864840423,6.260521229404456,0.40028486484042336,15.741752478295199,-2.048853610041864,31,14,30,30,0.9600000000000001,1.7700000000000002,1.3414006720836578,70.52877936550931,water,0,-5.0
639,C5H13Cl2FN4O2,-5.271127862980586,6.267754724926704,0.27112786298058644,15.741040056691036,-2.0488988678825395,27,14,26,26,0.9599999999999999,1.7700000000000002,1.428355697996826,77.06785961228879,water,0,-5.0
640,C6H16N2O3,-7.319992263336096,5.791155156856254,2.319992263336096,15.740342908400695,-1.848943157441942,27,11,26,26,0.96,1.5400000000000003,1.4897726881649653,77.91585509895684,water,0,-5.0
641,C6H18N6O2,-5.114419353980098,6.272902991789394,0.11441935398009839,15.740244620004715,-2.0489494018232386,32,14,32,32,1.0099999999999998,2.1535247916774582,1.3479998878741402,77.91585509895684,water,0,-5.0
642,C7H19N3O4,-5.838016270519465,6.217818489910782,0.8380162705194651,15.738804548419,-2.049040895793022,33,14,32,32,0.96,1.6900000000000004,1.4319159042501393,83.9982999869694,water,0,-5.0
643,C5H14F2N4O3,-5.518458025173344,6.253178420412981,0.5184580251733442,15.738385539648586,-2.049067518802844,28,14,27,27,0.9599999999999997,1.5400000000000003,1.5068510211696444,70.52877936550931,water,0,-5.0
644,C3H11Cl2N5O3,-5.711451544873362,6.234083141592317,0.7114515448733618,15.73814364006149,-1.9490828889591736,24,13,23,23,0.9599999999999999,1.77,1.5132085117392118,84.5919938013551,water,0,-5.0
645,C6H19N5O3,-5.217749122253468,6.271413674911904,0.2177491222534682,15.737190814638277,-2.0491434332196246,33,14,32,32,0.9600000000000001,1.7699999999999998,1.2923562144171472,72.87186315110854,water,0,-5.0
646,C6H19N5O2,-5.150952505221286,6.273680350484626,0.15095250522128634,15.736453040729472,-1.949190315233816,32,13,31,31,0.96,1.7699999999999998,1.428355697996826,89.56876081200177,water,0,-5.0
